00:00.236	ID:2	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.236	ID:2	[INFO: Main      ] - Routing: RPL Lite
00:00.236	ID:2	[INFO: Main      ] - Net: sicslowpan
00:00.236	ID:2	[INFO: Main      ] - MAC: CSMA
00:00.236	ID:2	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.236	ID:2	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.236	ID:2	[INFO: Main      ] Node ID: 2
00:00.236	ID:2	[INFO: Main      ] Link-layer address: 0002.0002.0002.0002
00:00.236	ID:2	[INFO: Main      ] Tentative link-local IPv6 address: fe80::202:2:2:2
00:00.244	ID:30	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.244	ID:30	[INFO: Main      ] - Routing: RPL Lite
00:00.244	ID:30	[INFO: Main      ] - Net: sicslowpan
00:00.244	ID:30	[INFO: Main      ] - MAC: CSMA
00:00.244	ID:30	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.244	ID:30	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.244	ID:30	[INFO: Main      ] Node ID: 30
00:00.244	ID:30	[INFO: Main      ] Link-layer address: 001e.001e.001e.001e
00:00.244	ID:30	[INFO: Main      ] Tentative link-local IPv6 address: fe80::21e:1e:1e:1e
00:00.250	ID:6	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.250	ID:6	[INFO: Main      ] - Routing: RPL Lite
00:00.250	ID:6	[INFO: Main      ] - Net: sicslowpan
00:00.250	ID:6	[INFO: Main      ] - MAC: CSMA
00:00.250	ID:6	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.250	ID:6	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.250	ID:6	[INFO: Main      ] Node ID: 6
00:00.250	ID:6	[INFO: Main      ] Link-layer address: 0006.0006.0006.0006
00:00.250	ID:6	[INFO: Main      ] Tentative link-local IPv6 address: fe80::206:6:6:6
00:00.326	ID:18	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.326	ID:18	[INFO: Main      ] - Routing: RPL Lite
00:00.326	ID:18	[INFO: Main      ] - Net: sicslowpan
00:00.326	ID:18	[INFO: Main      ] - MAC: CSMA
00:00.326	ID:18	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.326	ID:18	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.326	ID:18	[INFO: Main      ] Node ID: 18
00:00.326	ID:18	[INFO: Main      ] Link-layer address: 0012.0012.0012.0012
00:00.326	ID:18	[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:12:12:12
00:00.348	ID:4	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.348	ID:4	[INFO: Main      ] - Routing: RPL Lite
00:00.348	ID:4	[INFO: Main      ] - Net: sicslowpan
00:00.348	ID:4	[INFO: Main      ] - MAC: CSMA
00:00.348	ID:4	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.348	ID:4	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.348	ID:4	[INFO: Main      ] Node ID: 4
00:00.348	ID:4	[INFO: Main      ] Link-layer address: 0004.0004.0004.0004
00:00.348	ID:4	[INFO: Main      ] Tentative link-local IPv6 address: fe80::204:4:4:4
00:00.382	ID:1	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.382	ID:1	[INFO: Main      ] - Routing: RPL Lite
00:00.382	ID:1	[INFO: Main      ] - Net: sicslowpan
00:00.382	ID:1	[INFO: Main      ] - MAC: CSMA
00:00.382	ID:1	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.382	ID:1	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.382	ID:1	[INFO: Main      ] Node ID: 1
00:00.382	ID:1	[INFO: Main      ] Link-layer address: 0001.0001.0001.0001
00:00.382	ID:1	[INFO: Main      ] Tentative link-local IPv6 address: fe80::201:1:1:1
00:00.385	ID:27	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.385	ID:27	[INFO: Main      ] - Routing: RPL Lite
00:00.385	ID:27	[INFO: Main      ] - Net: sicslowpan
00:00.385	ID:27	[INFO: Main      ] - MAC: CSMA
00:00.385	ID:27	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.385	ID:27	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.385	ID:27	[INFO: Main      ] Node ID: 27
00:00.385	ID:27	[INFO: Main      ] Link-layer address: 001b.001b.001b.001b
00:00.385	ID:27	[INFO: Main      ] Tentative link-local IPv6 address: fe80::21b:1b:1b:1b
00:00.402	ID:7	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.402	ID:7	[INFO: Main      ] - Routing: RPL Lite
00:00.402	ID:7	[INFO: Main      ] - Net: sicslowpan
00:00.402	ID:7	[INFO: Main      ] - MAC: CSMA
00:00.402	ID:7	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.402	ID:7	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.402	ID:7	[INFO: Main      ] Node ID: 7
00:00.402	ID:7	[INFO: Main      ] Link-layer address: 0007.0007.0007.0007
00:00.402	ID:7	[INFO: Main      ] Tentative link-local IPv6 address: fe80::207:7:7:7
00:00.450	ID:14	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.450	ID:14	[INFO: Main      ] - Routing: RPL Lite
00:00.450	ID:14	[INFO: Main      ] - Net: sicslowpan
00:00.450	ID:14	[INFO: Main      ] - MAC: CSMA
00:00.450	ID:14	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.450	ID:14	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.450	ID:14	[INFO: Main      ] Node ID: 14
00:00.450	ID:14	[INFO: Main      ] Link-layer address: 000e.000e.000e.000e
00:00.450	ID:14	[INFO: Main      ] Tentative link-local IPv6 address: fe80::20e:e:e:e
00:00.462	ID:15	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.462	ID:15	[INFO: Main      ] - Routing: RPL Lite
00:00.462	ID:15	[INFO: Main      ] - Net: sicslowpan
00:00.462	ID:15	[INFO: Main      ] - MAC: CSMA
00:00.462	ID:15	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.462	ID:15	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.462	ID:15	[INFO: Main      ] Node ID: 15
00:00.462	ID:15	[INFO: Main      ] Link-layer address: 000f.000f.000f.000f
00:00.462	ID:15	[INFO: Main      ] Tentative link-local IPv6 address: fe80::20f:f:f:f
00:00.467	ID:25	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.467	ID:25	[INFO: Main      ] - Routing: RPL Lite
00:00.467	ID:25	[INFO: Main      ] - Net: sicslowpan
00:00.467	ID:25	[INFO: Main      ] - MAC: CSMA
00:00.467	ID:25	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.467	ID:25	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.467	ID:25	[INFO: Main      ] Node ID: 25
00:00.467	ID:25	[INFO: Main      ] Link-layer address: 0019.0019.0019.0019
00:00.467	ID:25	[INFO: Main      ] Tentative link-local IPv6 address: fe80::219:19:19:19
00:00.472	ID:20	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.472	ID:20	[INFO: Main      ] - Routing: RPL Lite
00:00.472	ID:20	[INFO: Main      ] - Net: sicslowpan
00:00.472	ID:20	[INFO: Main      ] - MAC: CSMA
00:00.472	ID:20	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.472	ID:20	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.472	ID:20	[INFO: Main      ] Node ID: 20
00:00.472	ID:20	[INFO: Main      ] Link-layer address: 0014.0014.0014.0014
00:00.472	ID:20	[INFO: Main      ] Tentative link-local IPv6 address: fe80::214:14:14:14
00:00.473	ID:16	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.473	ID:16	[INFO: Main      ] - Routing: RPL Lite
00:00.473	ID:16	[INFO: Main      ] - Net: sicslowpan
00:00.473	ID:16	[INFO: Main      ] - MAC: CSMA
00:00.473	ID:16	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.473	ID:16	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.473	ID:16	[INFO: Main      ] Node ID: 16
00:00.473	ID:16	[INFO: Main      ] Link-layer address: 0010.0010.0010.0010
00:00.473	ID:16	[INFO: Main      ] Tentative link-local IPv6 address: fe80::210:10:10:10
00:00.556	ID:10	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.556	ID:10	[INFO: Main      ] - Routing: RPL Lite
00:00.556	ID:10	[INFO: Main      ] - Net: sicslowpan
00:00.556	ID:10	[INFO: Main      ] - MAC: CSMA
00:00.556	ID:10	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.556	ID:10	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.556	ID:10	[INFO: Main      ] Node ID: 10
00:00.556	ID:10	[INFO: Main      ] Link-layer address: 000a.000a.000a.000a
00:00.556	ID:10	[INFO: Main      ] Tentative link-local IPv6 address: fe80::20a:a:a:a
00:00.594	ID:12	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.594	ID:12	[INFO: Main      ] - Routing: RPL Lite
00:00.594	ID:12	[INFO: Main      ] - Net: sicslowpan
00:00.594	ID:12	[INFO: Main      ] - MAC: CSMA
00:00.594	ID:12	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.594	ID:12	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.594	ID:12	[INFO: Main      ] Node ID: 12
00:00.594	ID:12	[INFO: Main      ] Link-layer address: 000c.000c.000c.000c
00:00.594	ID:12	[INFO: Main      ] Tentative link-local IPv6 address: fe80::20c:c:c:c
00:00.637	ID:29	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.637	ID:29	[INFO: Main      ] - Routing: RPL Lite
00:00.637	ID:29	[INFO: Main      ] - Net: sicslowpan
00:00.637	ID:29	[INFO: Main      ] - MAC: CSMA
00:00.637	ID:29	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.637	ID:29	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.637	ID:29	[INFO: Main      ] Node ID: 29
00:00.637	ID:29	[INFO: Main      ] Link-layer address: 001d.001d.001d.001d
00:00.637	ID:29	[INFO: Main      ] Tentative link-local IPv6 address: fe80::21d:1d:1d:1d
00:00.663	ID:22	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.663	ID:22	[INFO: Main      ] - Routing: RPL Lite
00:00.663	ID:22	[INFO: Main      ] - Net: sicslowpan
00:00.663	ID:22	[INFO: Main      ] - MAC: CSMA
00:00.663	ID:22	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.663	ID:22	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.663	ID:22	[INFO: Main      ] Node ID: 22
00:00.663	ID:22	[INFO: Main      ] Link-layer address: 0016.0016.0016.0016
00:00.663	ID:22	[INFO: Main      ] Tentative link-local IPv6 address: fe80::216:16:16:16
00:00.690	ID:26	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.690	ID:26	[INFO: Main      ] - Routing: RPL Lite
00:00.690	ID:26	[INFO: Main      ] - Net: sicslowpan
00:00.690	ID:26	[INFO: Main      ] - MAC: CSMA
00:00.690	ID:26	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.690	ID:26	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.690	ID:26	[INFO: Main      ] Node ID: 26
00:00.690	ID:26	[INFO: Main      ] Link-layer address: 001a.001a.001a.001a
00:00.690	ID:26	[INFO: Main      ] Tentative link-local IPv6 address: fe80::21a:1a:1a:1a
00:00.708	ID:9	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.708	ID:9	[INFO: Main      ] - Routing: RPL Lite
00:00.708	ID:9	[INFO: Main      ] - Net: sicslowpan
00:00.708	ID:9	[INFO: Main      ] - MAC: CSMA
00:00.708	ID:9	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.708	ID:9	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.708	ID:9	[INFO: Main      ] Node ID: 9
00:00.708	ID:9	[INFO: Main      ] Link-layer address: 0009.0009.0009.0009
00:00.708	ID:9	[INFO: Main      ] Tentative link-local IPv6 address: fe80::209:9:9:9
00:00.715	ID:5	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.715	ID:5	[INFO: Main      ] - Routing: RPL Lite
00:00.715	ID:5	[INFO: Main      ] - Net: sicslowpan
00:00.715	ID:5	[INFO: Main      ] - MAC: CSMA
00:00.715	ID:5	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.715	ID:5	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.715	ID:5	[INFO: Main      ] Node ID: 5
00:00.715	ID:5	[INFO: Main      ] Link-layer address: 0005.0005.0005.0005
00:00.715	ID:5	[INFO: Main      ] Tentative link-local IPv6 address: fe80::205:5:5:5
00:00.719	ID:19	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.719	ID:19	[INFO: Main      ] - Routing: RPL Lite
00:00.719	ID:19	[INFO: Main      ] - Net: sicslowpan
00:00.719	ID:19	[INFO: Main      ] - MAC: CSMA
00:00.719	ID:19	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.719	ID:19	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.719	ID:19	[INFO: Main      ] Node ID: 19
00:00.719	ID:19	[INFO: Main      ] Link-layer address: 0013.0013.0013.0013
00:00.719	ID:19	[INFO: Main      ] Tentative link-local IPv6 address: fe80::213:13:13:13
00:00.809	ID:17	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.809	ID:17	[INFO: Main      ] - Routing: RPL Lite
00:00.809	ID:17	[INFO: Main      ] - Net: sicslowpan
00:00.809	ID:17	[INFO: Main      ] - MAC: CSMA
00:00.809	ID:17	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.809	ID:17	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.809	ID:17	[INFO: Main      ] Node ID: 17
00:00.809	ID:17	[INFO: Main      ] Link-layer address: 0011.0011.0011.0011
00:00.809	ID:17	[INFO: Main      ] Tentative link-local IPv6 address: fe80::211:11:11:11
00:00.884	ID:13	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.884	ID:13	[INFO: Main      ] - Routing: RPL Lite
00:00.884	ID:13	[INFO: Main      ] - Net: sicslowpan
00:00.884	ID:13	[INFO: Main      ] - MAC: CSMA
00:00.884	ID:13	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.884	ID:13	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.884	ID:13	[INFO: Main      ] Node ID: 13
00:00.884	ID:13	[INFO: Main      ] Link-layer address: 000d.000d.000d.000d
00:00.884	ID:13	[INFO: Main      ] Tentative link-local IPv6 address: fe80::20d:d:d:d
00:00.899	ID:3	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.899	ID:3	[INFO: Main      ] - Routing: RPL Lite
00:00.899	ID:3	[INFO: Main      ] - Net: sicslowpan
00:00.899	ID:3	[INFO: Main      ] - MAC: CSMA
00:00.899	ID:3	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.899	ID:3	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.899	ID:3	[INFO: Main      ] Node ID: 3
00:00.899	ID:3	[INFO: Main      ] Link-layer address: 0003.0003.0003.0003
00:00.899	ID:3	[INFO: Main      ] Tentative link-local IPv6 address: fe80::203:3:3:3
00:00.906	ID:21	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.906	ID:21	[INFO: Main      ] - Routing: RPL Lite
00:00.906	ID:21	[INFO: Main      ] - Net: sicslowpan
00:00.906	ID:21	[INFO: Main      ] - MAC: CSMA
00:00.906	ID:21	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.906	ID:21	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.906	ID:21	[INFO: Main      ] Node ID: 21
00:00.906	ID:21	[INFO: Main      ] Link-layer address: 0015.0015.0015.0015
00:00.906	ID:21	[INFO: Main      ] Tentative link-local IPv6 address: fe80::215:15:15:15
00:00.945	ID:23	[INFO: Main      ] Starting Contiki-NG-release/v4.6-161-g6efe6078e
00:00.945	ID:23	[INFO: Main      ] - Routing: RPL Lite
00:00.945	ID:23	[INFO: Main      ] - Net: sicslowpan
00:00.945	ID:23	[INFO: Main      ] - MAC: CSMA
00:00.945	ID:23	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
00:00.945	ID:23	[INFO: Main      ] - 802.15.4 Default channel: 26
00:00.945	ID:23	[INFO: Main      ] Node ID: 23
00:00.945	ID:23	[INFO: Main      ] Link-layer address: 0017.0017.0017.0017
00:00.945	ID:23	[INFO: Main      ] Tentative link-local IPv6 address: fe80::217:17:17:17
00:03.335	ID:24	25.800,41.910,101002.258
00:03.335	ID:24	[INFO: TheSensor ] [-]Controller not reachable
00:03.373	ID:8	26.899,41.570,101003.625
00:03.373	ID:8	[INFO: TheSensor ] [-]Controller not reachable
00:03.442	ID:28	25.171,42.114,101002.508
00:03.442	ID:28	[INFO: TheSensor ] [-]Controller not reachable
00:03.490	ID:11	27.034,41.779,101001.836
00:03.490	ID:11	[INFO: TheSensor ] [-]Controller not reachable
00:03.503	ID:31	27.555,43.139,101000.766
00:03.503	ID:31	[INFO: TheSensor ] [-]Controller not reachable
00:03.536	ID:2	25.275,40.218,101001.961
00:03.536	ID:2	[INFO: TheSensor ] [-]Controller not reachable
00:03.544	ID:30	26.967,41.072,101001.703
00:03.544	ID:30	[INFO: TheSensor ] [-]Controller not reachable
00:03.550	ID:6	25.328,40.732,101000.031
00:03.550	ID:6	[INFO: TheSensor ] [-]Controller not reachable
00:03.626	ID:18	25.094,42.530,101000.773
00:03.626	ID:18	[INFO: TheSensor ] [-]Controller not reachable
00:03.648	ID:4	27.760,42.398,101003.258
00:03.648	ID:4	[INFO: TheSensor ] [-]Controller not reachable
00:03.685	ID:27	28.362,42.601,101004.992
00:03.685	ID:27	[INFO: TheSensor ] [-]Controller not reachable
00:03.702	ID:7	28.457,41.009,101003.219
00:03.702	ID:7	[INFO: TheSensor ] [-]Controller not reachable
00:03.750	ID:14	27.136,42.138,101000.484
00:03.750	ID:14	[INFO: TheSensor ] [-]Controller not reachable
00:03.762	ID:15	26.264,40.672,101000.555
00:03.762	ID:15	[INFO: TheSensor ] [-]Controller not reachable
00:03.767	ID:25	27.198,42.497,101004.539
00:03.767	ID:25	[INFO: TheSensor ] [-]Controller not reachable
00:03.772	ID:20	28.133,42.470,101000.898
00:03.772	ID:20	[INFO: TheSensor ] [-]Controller not reachable
00:03.773	ID:16	26.698,44.102,101001.648
00:03.773	ID:16	[INFO: TheSensor ] [-]Controller not reachable
00:03.856	ID:10	27.478,43.893,101002.305
00:03.856	ID:10	[INFO: TheSensor ] [-]Controller not reachable
00:03.894	ID:12	27.877,44.548,101002.617
00:03.894	ID:12	[INFO: TheSensor ] [-]Controller not reachable
00:03.937	ID:29	28.303,42.757,101001.062
00:03.937	ID:29	[INFO: TheSensor ] [-]Controller not reachable
00:03.963	ID:22	25.267,40.058,101000.180
00:03.963	ID:22	[INFO: TheSensor ] [-]Controller not reachable
00:03.990	ID:26	25.109,40.086,101001.328
00:03.990	ID:26	[INFO: TheSensor ] [-]Controller not reachable
00:04.008	ID:9	26.169,40.516,101002.438
00:04.008	ID:9	[INFO: TheSensor ] [-]Controller not reachable
00:04.015	ID:5	25.499,41.980,101000.461
00:04.015	ID:5	[INFO: TheSensor ] [-]Controller not reachable
00:04.019	ID:19	25.077,40.201,101001.695
00:04.019	ID:19	[INFO: TheSensor ] [-]Controller not reachable
00:04.109	ID:17	26.032,41.771,101001.312
00:04.109	ID:17	[INFO: TheSensor ] [-]Controller not reachable
00:04.184	ID:13	25.527,42.597,101000.125
00:04.184	ID:13	[INFO: TheSensor ] [-]Controller not reachable
00:04.199	ID:3	25.386,40.491,101000.359
00:04.199	ID:3	[INFO: TheSensor ] [-]Controller not reachable
00:04.206	ID:21	28.564,43.451,101003.391
00:04.206	ID:21	[INFO: TheSensor ] [-]Controller not reachable
00:04.245	ID:23	26.548,40.761,101003.109
00:04.245	ID:23	[INFO: TheSensor ] [-]Controller not reachable
00:06.635	ID:24	25.418,41.640,101002.523
00:06.635	ID:24	[INFO: TheSensor ] [-]Controller not reachable
00:06.673	ID:8	26.589,41.430,101000.023
00:06.673	ID:8	[INFO: TheSensor ] [-]Controller not reachable
00:06.742	ID:28	26.946,42.736,101002.008
00:06.742	ID:28	[INFO: TheSensor ] [-]Controller not reachable
00:06.790	ID:11	25.218,42.558,101001.297
00:06.790	ID:11	[INFO: TheSensor ] [-]Controller not reachable
00:06.803	ID:31	28.903,42.461,101002.461
00:06.803	ID:31	[INFO: TheSensor ] [-]Controller not reachable
00:06.836	ID:2	29.493,42.515,101002.547
00:06.836	ID:2	[INFO: TheSensor ] [-]Controller not reachable
00:06.844	ID:30	25.115,40.090,101000.156
00:06.844	ID:30	[INFO: TheSensor ] [-]Controller not reachable
00:06.850	ID:6	28.433,41.665,101002.273
00:06.850	ID:6	[INFO: TheSensor ] [-]Controller not reachable
00:06.926	ID:18	25.379,41.097,101000.086
00:06.926	ID:18	[INFO: TheSensor ] [-]Controller not reachable
00:06.948	ID:4	27.739,42.903,101003.852
00:06.948	ID:4	[INFO: TheSensor ] [-]Controller not reachable
00:06.985	ID:27	28.242,41.005,101002.383
00:06.985	ID:27	[INFO: TheSensor ] [-]Controller not reachable
00:07.002	ID:7	27.441,42.493,101002.383
00:07.002	ID:7	[INFO: TheSensor ] [-]Controller not reachable
00:07.050	ID:14	25.132,40.251,101000.281
00:07.050	ID:14	[INFO: TheSensor ] [-]Controller not reachable
00:07.062	ID:15	26.898,42.181,101002.312
00:07.062	ID:15	[INFO: TheSensor ] [-]Controller not reachable
00:07.067	ID:25	25.656,43.093,101000.664
00:07.067	ID:25	[INFO: TheSensor ] [-]Controller not reachable
00:07.072	ID:20	27.584,41.581,101003.180
00:07.072	ID:20	[INFO: TheSensor ] [-]Controller not reachable
00:07.073	ID:16	25.131,42.574,101001.891
00:07.073	ID:16	[INFO: TheSensor ] [-]Controller not reachable
00:07.156	ID:10	27.749,42.794,101003.695
00:07.156	ID:10	[INFO: TheSensor ] [-]Controller not reachable
00:07.194	ID:12	28.220,41.113,101001.023
00:07.194	ID:12	[INFO: TheSensor ] [-]Controller not reachable
00:07.237	ID:29	26.046,42.421,101001.742
00:07.237	ID:29	[INFO: TheSensor ] [-]Controller not reachable
00:07.263	ID:22	25.081,42.560,101000.406
00:07.263	ID:22	[INFO: TheSensor ] [-]Controller not reachable
00:07.290	ID:26	27.347,44.781,101002.469
00:07.290	ID:26	[INFO: TheSensor ] [-]Controller not reachable
00:07.308	ID:9	29.268,44.181,101002.117
00:07.308	ID:9	[INFO: TheSensor ] [-]Controller not reachable
00:07.315	ID:5	25.973,41.139,101000.117
00:07.315	ID:5	[INFO: TheSensor ] [-]Controller not reachable
00:07.319	ID:19	25.043,40.390,101000.859
00:07.319	ID:19	[INFO: TheSensor ] [-]Controller not reachable
00:07.409	ID:17	27.497,42.761,101002.984
00:07.409	ID:17	[INFO: TheSensor ] [-]Controller not reachable
00:07.484	ID:13	29.672,42.518,101004.938
00:07.484	ID:13	[INFO: TheSensor ] [-]Controller not reachable
00:07.499	ID:3	28.172,40.705,101000.820
00:07.499	ID:3	[INFO: TheSensor ] [-]Controller not reachable
00:07.506	ID:21	29.290,42.294,101002.352
00:07.506	ID:21	[INFO: TheSensor ] [-]Controller not reachable
00:07.545	ID:23	27.544,41.162,101000.055
