ID,Latitude,Longitude,Day,Hour,Minute,Duration,RemainingTime,Resources,Coverage,Ligitimacy,OnPeakHours,GridNumber
282,49.59784224925134,6.099518573656373,1,8,12,50,50,7,100,False,True,94
285,49.63813021124189,6.12541492463854,1,15,26,40,40,9,100,False,False,202
293,49.6382357946383,6.125678079292748,1,7,11,10,10,10,100,False,True,202
298,49.5978926331385,6.099154932214399,1,8,31,10,10,8,100,False,True,94
328,49.59749281304365,6.09942142078247,2,13,39,40,40,6,100,False,False,94
329,49.6354386778807,6.1162296513050824,2,9,8,60,60,10,100,False,True,186
342,49.592414518969,6.1408701872356435,1,16,41,60,60,10,100,False,False,84
387,49.59784802860871,6.0995079771292255,1,11,47,40,40,10,100,False,False,94
403,49.63782142677791,6.12561827052545,1,7,47,20,20,9,100,False,True,202
414,49.5974350055725,6.099541278642372,2,10,2,20,20,7,100,False,True,79
417,49.61606226706549,6.118861057031409,2,10,4,60,60,7,100,False,True,141
424,49.616756959765034,6.097116155676136,2,7,34,40,40,5,100,False,True,139
431,49.6357666841654,6.116833247982025,2,9,56,50,50,7,100,False,True,201
447,49.59774519355901,6.099264353491516,2,8,21,60,60,9,100,False,True,94
449,49.637965101963424,6.125917243207281,1,7,22,30,30,7,100,False,True,202
455,49.59252571637721,6.14058689147571,1,7,27,50,50,7,100,False,True,84
466,49.63583761695197,6.11677924011237,2,10,30,40,40,7,100,False,True,201
470,49.5921467379686,6.141138805105661,2,16,42,20,20,1,100,False,False,84
473,49.635449494449446,6.116283615883154,2,10,56,60,60,9,100,False,True,186
487,49.59247077252293,6.140719589376271,1,8,31,50,50,10,100,False,True,84
497,49.592268193607985,6.140921443429715,2,11,39,60,60,9,100,False,False,84
505,49.61664386898484,6.0970334818623755,2,10,55,40,40,10,100,False,True,139
507,49.63806606392661,6.125532451380261,2,7,17,50,50,9,100,False,True,202
523,49.616828632960924,6.097615645112264,2,7,56,50,50,7,100,False,True,139
537,49.61603964890402,6.118319140524916,1,7,49,10,10,9,100,False,True,141
543,49.638080426882276,6.125084699111226,1,7,20,60,60,10,100,False,True,202
561,49.59780743465117,6.099153788930862,2,9,13,40,40,8,100,False,True,94
567,49.597624409998105,6.099740031931303,2,10,2,30,30,10,100,False,True,94
599,49.63812508722136,6.12561790199252,1,9,40,40,40,9,100,False,True,202
643,49.63562372343655,6.116880071348102,1,11,45,60,60,8,100,False,False,186
652,49.61633237872552,6.118486289884385,1,13,11,50,50,1,100,False,False,141
661,49.635565872936965,6.116988507680856,2,11,24,60,60,8,100,False,False,186
665,49.61648051770367,6.096838282800019,2,11,22,20,20,10,100,False,False,139
679,49.59797267876052,6.09948102493755,2,9,25,30,30,2,100,False,True,94
683,49.61645658774547,6.097284454313526,2,9,27,50,50,9,100,False,True,139
692,49.61553152939347,6.118826486486454,2,7,37,40,40,9,100,False,True,141
699,49.638044713234336,6.125677179984112,1,13,37,60,60,5,100,False,False,202
713,49.6353455807252,6.1169820716798595,1,7,6,60,60,7,100,False,True,186
716,49.638178224893856,6.125737060411931,2,8,3,10,10,10,100,False,True,202
717,49.59765422584023,6.099306862844801,2,11,2,50,50,7,100,False,False,94
729,49.61609943220039,6.118683895353221,2,15,42,40,40,7,100,False,False,141
744,49.63577413877486,6.117078168693014,2,10,46,40,40,7,100,False,True,201
770,49.616265818971705,6.1182537238825345,2,8,51,60,60,3,100,False,True,141
783,49.61616242002468,6.1190004863593375,1,12,29,50,50,8,100,False,False,141
792,49.63564128841868,6.116511799680124,1,8,42,40,40,7,100,False,True,186
800,49.63807743327524,6.125824335656727,1,7,16,40,40,8,100,False,True,202
