ID,Latitude,Longitude,Day,Hour,Minute,Duration,RemainingTime,Resources,Coverage,Ligitimacy,OnPeakHours,GridNumber
7,49.634425822752725,6.125541113489523,2,15,39,50,30,0.8,100,True,False,187
7,49.63508135203349,6.125254724427396,2,15,49,50,20,0.8,100,True,False,187
7,49.63555973513558,6.125085564959878,2,15,59,50,10,0.8,100,True,False,187
8,49.61786761590613,6.128578146044461,1,18,28,30,30,2.0,100,True,False,142
8,49.618016551783505,6.128614034707655,1,18,38,30,20,2.0,100,True,False,142
8,49.618547411770855,6.12840500900157,1,18,48,30,10,2.0,100,True,False,142
9,49.58475183913331,6.124191434315121,2,9,9,20,20,3.5,100,True,True,52
9,49.585081070062806,6.124220399752817,2,9,19,20,10,3.5,100,True,True,52
10,49.63175754653375,6.183815266575796,2,9,20,50,50,1.8,100,True,True,193
10,49.63186089868224,6.183815074041104,2,9,30,50,40,1.8,100,True,True,193
10,49.63239143956754,6.183839255246636,2,9,40,50,30,1.8,100,True,True,193
10,49.632867208168406,6.184050172513901,2,9,50,50,20,1.8,100,True,True,193
10,49.633121013358995,6.184238756905519,2,10,0,50,10,1.8,100,True,True,193
11,49.581570899700445,6.085086488523971,1,15,19,40,40,1.25,100,True,False,47
11,49.58215080860944,6.085282266029398,1,15,29,40,30,1.25,100,True,False,47
11,49.58279550678144,6.085212938986531,1,15,39,40,20,1.25,100,True,False,47
11,49.58341654107137,6.085603022687249,1,15,49,40,10,1.25,100,True,False,47
12,49.63788472655626,6.07863810865012,2,9,17,60,60,1.3333333333333333,100,True,True,197
12,49.63845411049727,6.078834195256609,2,9,27,60,50,1.3333333333333333,100,True,True,197
12,49.63906890452418,6.078867163915417,2,9,37,60,40,1.3333333333333333,100,True,True,197
12,49.63957071588387,6.078873034971075,2,9,47,60,30,1.3333333333333333,100,True,True,197
12,49.639747588108264,6.0790177413632325,2,9,57,60,20,1.3333333333333333,100,True,True,197
12,49.640239991114335,6.079186993868638,2,10,7,60,10,1.3333333333333333,100,True,True,197
13,49.60752732128101,6.140775295529085,1,14,11,70,70,0.5714285714285714,100,True,False,114
13,49.60823838571517,6.140793694268609,1,14,21,70,60,0.5714285714285714,100,True,False,114
13,49.60870096333653,6.140858781213078,1,14,31,70,50,0.5714285714285714,100,True,False,129
13,49.60893085035083,6.140932649565418,1,14,41,70,40,0.5714285714285714,100,True,False,129
13,49.60909207108818,6.140950577340949,1,14,51,70,30,0.5714285714285714,100,True,False,129
13,49.60928945980552,6.141021356195076,1,15,1,70,20,0.5714285714285714,100,True,False,129
13,49.609640199289025,6.1409689013581,1,15,11,70,10,0.5714285714285714,100,True,False,129
14,49.6223758185793,6.164467895360941,1,18,32,20,20,2.5,100,True,False,161
14,49.622623297814336,6.164434885231009,1,18,42,20,10,2.5,100,True,False,161
15,49.604053743894085,6.100817465595993,1,15,21,40,40,0.75,100,True,False,109
15,49.60417779113058,6.100807891060122,1,15,31,40,30,0.75,100,True,False,109
15,49.60477875109406,6.100970079832404,1,15,41,40,20,0.75,100,True,False,109
15,49.60538486565163,6.100860003136721,1,15,51,40,10,0.75,100,True,False,109
16,49.62946243948254,6.157841936103819,2,9,19,40,40,1.75,100,True,True,175
16,49.629859398315126,6.157788868342816,2,9,29,40,30,1.75,100,True,True,175
16,49.630485200874354,6.157917507426837,2,9,39,40,20,1.75,100,True,True,190
16,49.63068186762293,6.15785444787665,2,9,49,40,10,1.75,100,True,True,190
17,49.613539587117145,6.140761855751606,1,18,5,30,30,1.0,100,True,False,129
17,49.613820681873314,6.140744498090453,1,18,15,30,20,1.0,100,True,False,129
17,49.61401295728146,6.140729469638498,1,18,25,30,10,1.0,100,True,False,144
18,49.621828261660696,6.158628287762347,2,18,30,50,50,0.2,100,True,False,161
18,49.62225463490445,6.158617064972684,2,18,40,50,40,0.2,100,True,False,161
18,49.62293820014175,6.158764310332868,2,18,50,50,30,0.2,100,True,False,161
18,49.6234649960252,6.158858506825235,2,19,0,50,20,0.2,100,True,False,161
18,49.62404413265326,6.158477637079911,2,19,10,50,10,0.2,100,True,False,161
19,49.605432005399706,6.085960636867945,1,9,54,70,70,1.2857142857142858,100,True,True,107
19,49.60608444529322,6.085778845199454,1,10,4,70,60,1.2857142857142858,100,True,True,107
19,49.6063802312483,6.085773319873851,1,10,14,70,50,1.2857142857142858,100,True,True,107
19,49.60649456102415,6.085784585320956,1,10,24,70,40,1.2857142857142858,100,True,True,107
19,49.60663692063549,6.085767156154423,1,10,34,70,30,1.2857142857142858,100,True,True,107
19,49.60689300300695,6.085759657803356,1,10,44,70,20,1.2857142857142858,100,True,True,107
19,49.60756839727971,6.085468910454689,1,10,54,70,10,1.2857142857142858,100,True,True,107
20,49.61738763721111,6.143688618200087,2,12,25,50,50,1.0,100,True,False,144
20,49.61785478395071,6.143963641780809,2,12,35,50,40,1.0,100,True,False,144
20,49.61798523228902,6.143948382041472,2,12,45,50,30,1.0,100,True,False,144
20,49.6185794249683,6.144089944583335,2,12,55,50,20,1.0,100,True,False,144
20,49.61896781903823,6.144222310351,2,13,5,50,10,1.0,100,True,False,144
21,49.60921093833334,6.101732968637976,2,18,45,20,20,0.5,100,True,False,124
21,49.609364083906144,6.101746481933494,2,18,55,20,10,0.5,100,True,False,124
22,49.608860536948704,6.146837987044313,1,18,41,20,20,3.0,100,True,False,129
22,49.609400201651475,6.147136193611267,1,18,51,20,10,3.0,100,True,False,129
23,49.608801652579764,6.089448196900845,2,9,27,20,20,1.0,100,True,True,123
23,49.609432691886155,6.089203135648504,2,9,37,20,10,1.0,100,True,True,123
24,49.640857714883666,6.14892131796148,1,9,21,20,20,1.5,100,True,True,204
24,49.64153215917735,6.149040940444204,1,9,31,20,10,1.5,100,True,True,219
25,49.61625279403445,6.138551877300576,1,9,27,60,60,1.5,100,True,True,143
25,49.61682302676084,6.138383224784955,1,9,37,60,50,1.5,100,True,True,143
25,49.61751325679206,6.138558081075706,1,9,47,60,40,1.5,100,True,True,143
25,49.618061137253044,6.138483706945359,1,9,57,60,30,1.5,100,True,True,143
25,49.61831720463115,6.138523024624767,1,10,7,60,20,1.5,100,True,True,143
25,49.61899710877412,6.138410536934992,1,10,17,60,10,1.5,100,True,True,143
26,49.596502325935745,6.121482374264723,1,18,18,20,20,3.0,100,True,False,81
26,49.59709607869184,6.121480169960309,1,18,28,20,10,3.0,100,True,False,81
27,49.615851224392976,6.10780059804865,2,14,40,60,60,0.8333333333333334,100,True,False,140
27,49.61610655406062,6.107830769282302,2,14,50,60,50,0.8333333333333334,100,True,False,140
27,49.616750561631406,6.107786694738105,2,15,0,60,40,0.8333333333333334,100,True,False,140
27,49.616975334352276,6.107734211736239,2,15,10,60,30,0.8333333333333334,100,True,False,140
27,49.61740411262068,6.107527217155517,2,15,20,60,20,0.8333333333333334,100,True,False,140
27,49.61790000956478,6.1077532805864125,2,15,30,60,10,0.8333333333333334,100,True,False,140
28,49.60858313393282,6.185968774723305,1,18,26,30,30,0.6666666666666666,100,True,False,134
28,49.609220745769704,6.186010915455157,1,18,36,30,20,0.6666666666666666,100,True,False,134
28,49.609495091114326,6.186007024237083,1,18,46,30,10,0.6666666666666666,100,True,False,134
29,49.63233826698266,6.16076660952667,1,15,14,60,60,0.3333333333333333,100,True,False,191
29,49.63269435313217,6.160752357503918,1,15,24,60,50,0.3333333333333333,100,True,False,191
29,49.63308303998792,6.1607853101778165,1,15,34,60,40,0.3333333333333333,100,True,False,191
29,49.63353077653585,6.160607294443799,1,15,44,60,30,0.3333333333333333,100,True,False,191
29,49.633813062285064,6.160677163428901,1,15,54,60,20,0.3333333333333333,100,True,False,191
29,49.63399994379685,6.160582217194609,1,16,4,60,10,0.3333333333333333,100,True,False,191
30,49.6191397747781,6.175136976689668,1,9,21,70,70,0.14285714285714285,100,True,True,147
30,49.619816933221415,6.175100931783169,1,9,31,70,60,0.14285714285714285,100,True,True,162
30,49.620007528928475,6.175107322971575,1,9,41,70,50,0.14285714285714285,100,True,True,162
30,49.6201262914071,6.175092022659613,1,9,51,70,40,0.14285714285714285,100,True,True,162
30,49.62065659114334,6.174983766341517,1,10,1,70,30,0.14285714285714285,100,True,True,162
30,49.62100420469584,6.175035458071261,1,10,11,70,20,0.14285714285714285,100,True,True,162
30,49.62164711638647,6.174868738349249,1,10,21,70,10,0.14285714285714285,100,True,True,162
31,49.630963712334754,6.11151251686541,2,14,31,40,40,0.75,100,True,False,185
31,49.63135228587153,6.111688353163006,2,14,41,40,30,0.75,100,True,False,185
31,49.632045955435515,6.111844898267192,2,14,51,40,20,0.75,100,True,False,185
31,49.632217516813114,6.111900915468216,2,15,1,40,10,0.75,100,True,False,185
32,49.584262285219765,6.112210169395439,1,18,14,60,60,1.1666666666666667,100,True,False,50
32,49.584578694531515,6.1121526611755,1,18,24,60,50,1.1666666666666667,100,True,False,50
32,49.584758431550625,6.112183044232872,1,18,34,60,40,1.1666666666666667,100,True,False,50
32,49.58529737623978,6.11220298846118,1,18,44,60,30,1.1666666666666667,100,True,False,50
32,49.58578004352702,6.112163188153136,1,18,54,60,20,1.1666666666666667,100,True,False,50
32,49.58598976217529,6.112150383019287,1,19,4,60,10,1.1666666666666667,100,True,False,50
33,49.61593249056237,6.1296086530275256,2,9,30,50,50,1.8,100,True,True,142
33,49.61611269440182,6.1297081238712385,2,9,40,50,40,1.8,100,True,True,142
33,49.616595251471644,6.129541443295019,2,9,50,50,30,1.8,100,True,True,142
33,49.61706525094647,6.129403944204144,2,10,0,50,20,1.8,100,True,True,142
33,49.61761180047533,6.129464309628833,2,10,10,50,10,1.8,100,True,True,142
34,49.57440777950248,6.117563048165351,1,13,18,50,50,0.4,100,True,False,21
34,49.57485597169688,6.117591752161873,1,13,28,50,40,0.4,100,True,False,21
34,49.575145730715036,6.117642239309131,1,13,38,50,30,0.4,100,True,False,21
34,49.57579626672872,6.117801378505127,1,13,48,50,20,0.4,100,True,False,36
34,49.576311848651066,6.1180396836954625,1,13,58,50,10,0.4,100,True,False,36
35,49.64213624953186,6.1130175730353,1,9,11,40,40,0.75,100,True,True,215
35,49.642262319952735,6.112979536320646,1,9,21,40,30,0.75,100,True,True,215
35,49.64283680767538,6.112793997237387,1,9,31,40,20,0.75,100,True,True,215
35,49.64310748578368,6.112834007128555,1,9,41,40,10,0.75,100,True,True,215
36,49.63554524592464,6.1806650002256065,1,18,37,70,70,1.0,100,True,False,193
36,49.63596578980398,6.180749035942781,1,18,47,70,60,1.0,100,True,False,208
36,49.63654879697976,6.180843357693433,1,18,57,70,50,1.0,100,True,False,208
36,49.63664992963985,6.180837719775044,1,19,7,70,40,1.0,100,True,False,208
36,49.63705926292141,6.180608211728198,1,19,17,70,30,1.0,100,True,False,208
36,49.63725583127648,6.180599157661596,1,19,27,70,20,1.0,100,True,False,208
36,49.63763940717067,6.180617218632932,1,19,37,70,10,1.0,100,True,False,208
37,49.63016056642642,6.1519665111226365,1,9,55,30,30,0.3333333333333333,100,True,True,175
37,49.63029592819142,6.151925940924933,1,10,5,30,20,0.3333333333333333,100,True,True,190
37,49.63062562268678,6.1520758899133865,1,10,15,30,10,0.3333333333333333,100,True,True,190
38,49.62474401949781,6.1253484487661405,2,12,7,20,20,2.0,100,True,False,157
38,49.625140199721706,6.125397774581887,2,12,17,20,10,2.0,100,True,False,172
39,49.63356009221292,6.109765632439976,2,9,58,70,70,1.1428571428571428,100,True,True,185
39,49.634278326934485,6.109792700124781,2,10,8,70,60,1.1428571428571428,100,True,True,185
39,49.634901774767535,6.109599275725784,2,10,18,70,50,1.1428571428571428,100,True,True,185
39,49.635488349935365,6.109763356331048,2,10,28,70,40,1.1428571428571428,100,True,True,185
39,49.635722880411954,6.109661444918039,2,10,38,70,30,1.1428571428571428,100,True,True,200
39,49.63626932381248,6.109500220553428,2,10,48,70,20,1.1428571428571428,100,True,True,200
39,49.636882238334536,6.109432104967887,2,10,58,70,10,1.1428571428571428,100,True,True,200
40,49.61252343395565,6.09978627091689,1,9,50,70,70,0.42857142857142855,100,True,True,124
40,49.61289596204516,6.099906762304051,1,10,0,70,60,0.42857142857142855,100,True,True,124
40,49.613293030019264,6.099881042678746,1,10,10,70,50,0.42857142857142855,100,True,True,124
40,49.613816869842395,6.099855354787972,1,10,20,70,40,0.42857142857142855,100,True,True,124
40,49.61406676153757,6.099881563129477,1,10,30,70,30,0.42857142857142855,100,True,True,139
40,49.61435955708968,6.099919418211278,1,10,40,70,20,0.42857142857142855,100,True,True,139
40,49.61469974160969,6.1000586913988,1,10,50,70,10,0.42857142857142855,100,True,True,139
41,49.621730955932215,6.142989157203925,2,18,26,30,30,0.3333333333333333,100,True,False,159
41,49.6223670700285,6.142754618708585,2,18,36,30,20,0.3333333333333333,100,True,False,159
41,49.62265923332022,6.142597825468079,2,18,46,30,10,0.3333333333333333,100,True,False,159
42,49.62737508180008,6.1233997637805775,1,13,1,70,70,0.8571428571428571,100,True,False,172
42,49.6276826954126,6.12351011035708,1,13,11,70,60,0.8571428571428571,100,True,False,172
42,49.628092423424015,6.12344627033696,1,13,21,70,50,0.8571428571428571,100,True,False,172
42,49.628306131827074,6.123480825011038,1,13,31,70,40,0.8571428571428571,100,True,False,172
42,49.62858613172189,6.123512121369756,1,13,41,70,30,0.8571428571428571,100,True,False,172
42,49.62896369194782,6.123701747436499,1,13,51,70,20,0.8571428571428571,100,True,False,172
42,49.62958410661691,6.123649419504246,1,14,1,70,10,0.8571428571428571,100,True,False,172
43,49.61118360069528,6.130942282908147,2,9,44,20,20,3.0,100,True,True,127
43,49.611309034589766,6.130993639953947,2,9,54,20,10,3.0,100,True,True,127
44,49.624393211570684,6.150682932312388,2,15,51,30,30,1.3333333333333333,100,True,False,160
44,49.624621579688664,6.1506659204077,2,16,1,30,20,1.3333333333333333,100,True,False,160
44,49.6247841988892,6.150645699978407,2,16,11,30,10,1.3333333333333333,100,True,False,160
45,49.59849869731961,6.123783487151774,2,9,24,60,60,1.1666666666666667,100,True,True,97
45,49.59863461005801,6.123806168967477,2,9,34,60,50,1.1666666666666667,100,True,True,97
45,49.59891988621013,6.123638570966594,2,9,44,60,40,1.1666666666666667,100,True,True,97
45,49.59901269834345,6.12365595211502,2,9,54,60,30,1.1666666666666667,100,True,True,97
45,49.599141345302996,6.123727193697656,2,10,4,60,20,1.1666666666666667,100,True,True,97
45,49.599803071161126,6.123836102019103,2,10,14,60,10,1.1666666666666667,100,True,True,97
46,49.632431595267235,6.159438770283621,1,12,24,20,20,3.0,100,True,False,191
46,49.63259460678211,6.15955350412802,1,12,34,20,10,3.0,100,True,False,191
47,49.63849706048873,6.116381162722862,2,18,10,30,30,0.3333333333333333,100,True,False,201
47,49.6388022418649,6.1163697503981265,2,18,20,30,20,0.3333333333333333,100,True,False,201
47,49.639469921845475,6.1163552397898,2,18,30,30,10,0.3333333333333333,100,True,False,201
48,49.614138583918134,6.120704287517578,1,9,36,50,50,0.2,100,True,True,141
48,49.614620750131465,6.120824130153504,1,9,46,50,40,0.2,100,True,True,141
48,49.614934116735625,6.120813897343969,1,9,56,50,30,0.2,100,True,True,141
48,49.61538484285212,6.120480393708266,1,10,6,50,20,0.2,100,True,True,141
48,49.61597629360201,6.120500905119309,1,10,16,50,10,0.2,100,True,True,141
49,49.625879934575075,6.107058749336243,1,9,56,30,30,3.0,100,True,True,170
49,49.62602138813747,6.107060262884984,1,10,6,30,20,3.0,100,True,True,170
49,49.626155338614794,6.107008674959594,1,10,16,30,10,3.0,100,True,True,170
50,49.62605700060607,6.177960521782432,1,18,1,60,60,0.5,100,True,False,178
50,49.62656036450128,6.178226489362922,1,18,11,60,50,0.5,100,True,False,178
50,49.62703221987376,6.17800677626542,1,18,21,60,40,0.5,100,True,False,178
50,49.62728979001132,6.178099571290724,1,18,31,60,30,0.5,100,True,False,178
50,49.627613557024794,6.1781530829043,1,18,41,60,20,0.5,100,True,False,178
50,49.62821254040077,6.178048319264266,1,18,51,60,10,0.5,100,True,False,178
51,49.59438751011295,6.127197902694098,2,18,49,60,60,0.6666666666666666,100,True,False,82
51,49.594790492277006,6.127271771228765,2,18,59,60,50,0.6666666666666666,100,True,False,82
51,49.59517576210957,6.127306620136214,2,19,9,60,40,0.6666666666666666,100,True,False,82
51,49.59533500540015,6.127262202206774,2,19,19,60,30,0.6666666666666666,100,True,False,82
51,49.595648911413626,6.127423763038794,2,19,29,60,20,0.6666666666666666,100,True,False,82
51,49.596341031852724,6.127560082679571,2,19,39,60,10,0.6666666666666666,100,True,False,82
52,49.60176991220218,6.10418136109953,1,9,29,40,40,1.0,100,True,True,94
52,49.60211738147471,6.104065496634934,1,9,39,40,30,1.0,100,True,True,94
52,49.60257244896301,6.103593583245748,1,9,49,40,20,1.0,100,True,True,94
52,49.602882775988554,6.10364999642906,1,9,59,40,10,1.0,100,True,True,94
53,49.59943349454383,6.132425378259881,1,9,6,40,40,2.0,100,True,True,98
53,49.59993939646965,6.132476458331398,1,9,16,40,30,2.0,100,True,True,98
53,49.600083461721184,6.132579977285664,1,9,26,40,20,2.0,100,True,True,98
53,49.600569710272794,6.13260893747241,1,9,36,40,10,2.0,100,True,True,98
54,49.60398689381733,6.082334833175624,1,18,34,70,70,0.2857142857142857,100,True,False,107
54,49.60456036753942,6.082715593967894,1,18,44,70,60,0.2857142857142857,100,True,False,107
54,49.60495366006376,6.082713731632217,1,18,54,70,50,0.2857142857142857,100,True,False,107
54,49.60549041336669,6.082770470040469,1,19,4,70,40,0.2857142857142857,100,True,False,107
54,49.605888539112435,6.082809343295169,1,19,14,70,30,0.2857142857142857,100,True,False,107
54,49.60598536204755,6.082820611035805,1,19,24,70,20,0.2857142857142857,100,True,False,107
54,49.60649940904652,6.0830014174562566,1,19,34,70,10,0.2857142857142857,100,True,False,107
55,49.644957805425015,6.101122392547863,1,12,50,30,30,2.3333333333333335,100,True,False,214
55,49.64529984576236,6.1014398440887225,1,13,0,30,20,2.3333333333333335,100,True,False,214
55,49.64559448725219,6.101415600644779,1,13,10,30,10,2.3333333333333335,100,True,False,214
56,49.604382096204866,6.099080556076907,2,18,16,60,60,0.3333333333333333,100,True,False,109
56,49.604585813670305,6.099153473456938,2,18,26,60,50,0.3333333333333333,100,True,False,109
56,49.60482142041876,6.099123388267779,2,18,36,60,40,0.3333333333333333,100,True,False,109
56,49.60532401283458,6.099279427135224,2,18,46,60,30,0.3333333333333333,100,True,False,109
56,49.60565637993477,6.099315183076874,2,18,56,60,20,0.3333333333333333,100,True,False,109
56,49.60608853968928,6.099196546517005,2,19,6,60,10,0.3333333333333333,100,True,False,109
57,49.612383414335476,6.126171478591092,1,18,37,50,50,0.6,100,True,False,127
57,49.61302614451136,6.126062563295452,1,18,47,50,40,0.6,100,True,False,127
57,49.6135329047001,6.126340993264652,1,18,57,50,30,0.6,100,True,False,127
57,49.61364187314193,6.126380564874867,1,19,7,50,20,0.6,100,True,False,127
57,49.61429866555889,6.126436420151887,1,19,17,50,10,0.6,100,True,False,142
58,49.617121589915236,6.1152854370259195,2,9,46,40,40,2.0,100,True,True,141
58,49.61751628062508,6.115412031093694,2,9,56,40,30,2.0,100,True,True,141
58,49.61789516605109,6.1154046234334904,2,10,6,40,20,2.0,100,True,True,141
58,49.61859575370879,6.115414615726752,2,10,16,40,10,2.0,100,True,True,141
59,49.6356627666536,6.179979804115945,2,15,23,60,60,0.6666666666666666,100,True,False,193
59,49.63583038433018,6.179920591188395,2,15,33,60,50,0.6666666666666666,100,True,False,208
59,49.636482049052326,6.179773770922283,2,15,43,60,40,0.6666666666666666,100,True,False,208
59,49.63698421797056,6.179782005423957,2,15,53,60,30,0.6666666666666666,100,True,False,208
59,49.63727964794821,6.179583694244527,2,16,3,60,20,0.6666666666666666,100,True,False,208
59,49.63744066935517,6.179566276415743,2,16,13,60,10,0.6666666666666666,100,True,False,208
60,49.63245504072889,6.113422030251355,1,14,2,50,50,0.4,100,True,False,185
60,49.632990195212535,6.113395389525289,1,14,12,50,40,0.4,100,True,False,185
60,49.63370534561382,6.1132906563701725,1,14,22,50,30,0.4,100,True,False,185
60,49.63383231409637,6.113317725549027,1,14,32,50,20,0.4,100,True,False,185
60,49.634541482697706,6.113211610827375,1,14,42,50,10,0.4,100,True,False,185
61,49.62963455300367,6.134561856649734,1,18,21,40,40,1.75,100,True,False,173
61,49.630183635131715,6.134727105923994,1,18,31,40,30,1.75,100,True,False,173
61,49.630728406348446,6.134665324838375,1,18,41,40,20,1.75,100,True,False,188
61,49.63129249844592,6.134566322463744,1,18,51,40,10,1.75,100,True,False,188
62,49.619310974837745,6.171398591942151,1,18,37,70,70,0.14285714285714285,100,True,False,147
62,49.61993424309916,6.171385405982552,1,18,47,70,60,0.14285714285714285,100,True,False,162
62,49.62051806594169,6.171244327926828,1,18,57,70,50,0.14285714285714285,100,True,False,162
62,49.62114983635459,6.17098410121846,1,19,7,70,40,0.14285714285714285,100,True,False,162
62,49.621555539126724,6.170993921626634,1,19,17,70,30,0.14285714285714285,100,True,False,162
62,49.622190015767686,6.1711082625763805,1,19,27,70,20,0.14285714285714285,100,True,False,162
62,49.62265554127158,6.17118009436224,1,19,37,70,10,0.14285714285714285,100,True,False,162
63,49.56539704118702,6.103082825887074,1,9,5,70,70,0.8571428571428571,100,True,True,4
63,49.565516835649966,6.103110955230322,1,9,15,70,60,0.8571428571428571,100,True,True,4
63,49.566172536769024,6.1029441918184535,1,9,25,70,50,0.8571428571428571,100,True,True,4
63,49.56628125577919,6.102896008074471,1,9,35,70,40,0.8571428571428571,100,True,True,4
63,49.566532526398554,6.102939661731959,1,9,45,70,30,0.8571428571428571,100,True,True,4
63,49.567162515607485,6.102949500512126,1,9,55,70,20,0.8571428571428571,100,True,True,4
63,49.567843940840866,6.102741263150104,1,10,5,70,10,0.8571428571428571,100,True,True,4
64,49.58411171548339,6.1163489541534055,1,18,24,50,50,0.8,100,True,False,51
64,49.58439168448839,6.116347848168604,1,18,34,50,40,0.8,100,True,False,51
64,49.58497204333776,6.11633680945602,1,18,44,50,30,0.8,100,True,False,51
64,49.58525985165517,6.116291726903627,1,18,54,50,20,0.8,100,True,False,51
64,49.585913250732595,6.116268986212421,1,19,4,50,10,0.8,100,True,False,51
65,49.61155862966603,6.167364961213955,2,12,56,70,70,1.2857142857142858,100,True,False,132
65,49.612152669826855,6.16735383164382,2,13,6,70,60,1.2857142857142858,100,True,False,132
65,49.61228808454987,6.1674016319555705,2,13,16,70,50,1.2857142857142858,100,True,False,132
65,49.61274428686264,6.167440399164175,2,13,26,70,40,1.2857142857142858,100,True,False,132
65,49.61315349127007,6.167396400426721,2,13,36,70,30,1.2857142857142858,100,True,False,132
65,49.613391594199065,6.167431821155765,2,13,46,70,20,1.2857142857142858,100,True,False,132
65,49.61405754568197,6.16706308462885,2,13,56,70,10,1.2857142857142858,100,True,False,147
66,49.63226367100213,6.106302361833432,2,9,9,30,30,0.3333333333333333,100,True,True,185
66,49.6326459353058,6.1062236419877465,2,9,19,30,20,0.3333333333333333,100,True,True,185
66,49.633105628336686,6.1064652974312175,2,9,29,30,10,0.3333333333333333,100,True,True,185
67,49.60702252220537,6.129370879412567,2,9,15,60,60,1.5,100,True,True,112
67,49.60720051299304,6.129356223215098,2,9,25,60,50,1.5,100,True,True,112
67,49.60789627145065,6.1295636205144906,2,9,35,60,40,1.5,100,True,True,112
67,49.60851555374481,6.129769028064051,2,9,45,60,30,1.5,100,True,True,127
67,49.60918935035496,6.129827077902184,2,9,55,60,20,1.5,100,True,True,127
67,49.60949639537346,6.129684554082017,2,10,5,60,10,1.5,100,True,True,127
68,49.616826346078724,6.101188007287129,1,9,43,20,20,0.5,100,True,True,139
68,49.617459292563744,6.101289496783243,1,9,53,20,10,0.5,100,True,True,139
69,49.62222897765264,6.107836464909806,1,13,54,20,20,0.5,100,True,False,155
69,49.622608553194,6.107870626827726,1,14,4,20,10,0.5,100,True,False,155
70,49.62757824552329,6.154656317106792,1,12,2,20,20,2.0,100,True,False,175
70,49.62792025938596,6.154674564090921,1,12,12,20,10,2.0,100,True,False,175
71,49.628549954197325,6.170676816854819,1,9,35,40,40,1.5,100,True,True,177
71,49.62892800832289,6.170588639103536,1,9,45,40,30,1.5,100,True,True,177
71,49.62930164738352,6.170616664137116,1,9,55,40,20,1.5,100,True,True,177
71,49.62980328917509,6.170341231287327,1,10,5,40,10,1.5,100,True,True,177
72,49.64401448376196,6.0954007593002375,1,18,29,40,40,0.75,100,True,False,213
72,49.644669807739874,6.0953001984315565,1,18,39,40,30,0.75,100,True,False,213
72,49.644914301783615,6.09520867058284,1,18,49,40,20,0.75,100,True,False,213
72,49.645093643905604,6.095168999460298,1,18,59,40,10,0.75,100,True,False,213
73,49.63378832415697,6.176456380415272,2,13,36,50,50,1.8,100,True,False,193
73,49.634411265599226,6.176746631403858,2,13,46,50,40,1.8,100,True,False,193
73,49.63487182930175,6.176692228838876,2,13,56,50,30,1.8,100,True,False,193
73,49.63543449566129,6.176823527657186,2,14,6,50,20,1.8,100,True,False,193
73,49.635583712000475,6.176870553186584,2,14,16,50,10,1.8,100,True,False,193
74,49.628467977969024,6.1198815396597706,2,14,10,60,60,1.1666666666666667,100,True,False,171
74,49.62867457014144,6.119987559940602,2,14,20,60,50,1.1666666666666667,100,True,False,171
74,49.6293627177279,6.119926474583006,2,14,30,60,40,1.1666666666666667,100,True,False,171
74,49.62997950347713,6.1199866795492674,2,14,40,60,30,1.1666666666666667,100,True,False,171
