Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Type
ICMPv6,::212:7401:1:101,0,::212:7408:8:808,0,48:36.8,48:36.8,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7408:8:808,0,48:36.9,48:36.9,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7406:6:606,0,48:36.9,48:36.9,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,48:36.9,48:36.9,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7406:6:606,0,48:36.9,48:36.9,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7401:1:101,0,fe80::212:7405:5:505,0,48:37.0,48:37.0,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,48:37.1,48:41.1,1622140000000000.0,4062534,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,48:37.2,48:37.2,1622140000000000.0,0,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,48:37.2,48:37.2,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,48:37.4,48:42.3,1622140000000000.0,4906880,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,48:37.5,48:42.1,1622140000000000.0,4562414,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:740b:b:b0b,0,ff02::1a,0,48:37.5,48:37.5,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '0x0000ffff'}",Normal
ICMPv6,fe80::212:740b:b:b0b,0,fe80::212:740c:c:c0c,0,48:38.3,48:41.9,1622140000000000.0,3562500,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:0b:00:0b:0b:0b'}",Normal
ICMPv6,fe80::212:7401:1:101,0,fe80::212:7404:4:404,0,48:38.5,48:38.5,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7401:1:101,0,ff02::1a,0,48:38.6,48:38.6,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '0x0000ffff'}",Normal
ICMPv6,fe80::212:7401:1:101,0,fe80::212:7402:2:202,0,48:38.9,48:38.9,1622140000000000.0,0,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7408:8:808,0,ff02::1a,0,48:39.3,48:39.3,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '0x0000ffff'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7405:5:505,0,48:39.5,48:39.5,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7405:5:505,0,48:39.6,48:39.6,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:7409:9:909,0,fe80::212:740b:b:b0b,0,48:39.9,48:40.3,1622140000000000.0,367173,"{'00:12:74:09:00:09:09:09', '00:12:74:0b:00:0b:0b:0b'}",Normal
ICMPv6,fe80::212:7406:6:606,0,ff02::1a,0,48:40.5,48:40.5,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '0x0000ffff'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7404:4:404,0,48:41.0,48:41.0,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7404:4:404,0,48:41.1,48:41.1,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,48:41.4,48:46.4,1622140000000000.0,4994195,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
WPAN,0,0,0,0,48:41.5,48:46.5,1622140000000000.0,4999958,set(),Normal
ICMPv6,fe80::212:7408:8:808,0,fe80::212:740a:a:a0a,0,48:41.5,48:46.1,1622140000000000.0,4531236,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:08:00:08:08:08'}",Normal
ICMPv6,fe80::212:7405:5:505,0,ff02::1a,0,48:42.4,48:42.4,1622140000000000.0,0,"{'0x0000ffff', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,48:42.5,48:47.5,1622140000000000.0,4976562,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,48:42.6,48:42.7,1622140000000000.0,41991,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7402:2:202,0,48:42.7,48:42.7,1622140000000000.0,0,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7402:2:202,0,48:42.7,48:42.7,1622140000000000.0,0,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7405:5:505,0,fe80::212:7407:7:707,0,48:43.2,48:48.2,1622140000000000.0,4992187,"{'00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,48:43.3,48:47.4,1622140000000000.0,4153461,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7405:5:505,0,fe80::212:7409:9:909,0,48:43.3,48:46.9,1622140000000000.0,3578140,"{'00:12:74:09:00:09:09:09', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7409:9:909,0,48:43.5,48:43.6,1622140000000000.0,47511,"{'00:12:74:09:00:09:09:09', '00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,48:43.6,48:48.2,1622140000000000.0,4687536,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:740b:b:b0b,0,48:43.6,48:43.6,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7409:9:909,0,48:43.7,48:43.7,1622140000000000.0,39062,"{'00:12:74:09:00:09:09:09', '00:12:74:0b:00:0b:0b:0b'}",Normal
ICMPv6,fe80::212:740b:b:b0b,0,ff02::1a,0,48:44.2,48:44.2,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '0x0000ffff'}",Normal
ICMPv6,fe80::212:7404:4:404,0,ff02::1a,0,48:44.9,48:44.9,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '0x0000ffff'}",Normal
ICMPv6,fe80::212:740b:b:b0b,0,fe80::212:740c:c:c0c,0,48:45.0,48:45.0,1622140000000000.0,0,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:0b:00:0b:0b:0b'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,48:45.7,48:49.9,1622140000000000.0,4195312,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,48:45.9,48:45.9,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7404:4:404,0,fe80::212:740c:c:c0c,0,48:46.1,48:49.4,1622140000000000.0,3281236,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:04:00:04:04:04'}",Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,48:46.4,48:51.4,1622140000000000.0,4992193,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
WPAN,0,0,0,0,48:46.5,48:51.5,1622140000000000.0,4990050,set(),Normal
ICMPv6,fe80::212:7402:2:202,0,ff02::1a,0,48:46.6,48:51.0,1622140000000000.0,4406250,"{'00:12:74:02:00:02:02:02', '0x0000ffff'}",Normal
ICMPv6,fe80::212:7409:9:909,0,ff02::1a,0,48:47.3,48:47.3,1622140000000000.0,0,"{'00:12:74:09:00:09:09:09', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,48:47.5,48:47.5,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,48:47.5,48:52.5,1622140000000000.0,4990260,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,48:47.8,48:47.8,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7402:2:202,0,fe80::212:740a:a:a0a,0,48:48.2,48:52.7,1622140000000000.0,4554716,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a'}",Normal
ICMPv6,fe80::212:7408:8:808,0,ff02::1a,0,48:48.2,48:48.2,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '0x0000ffff'}",Normal
ICMPv6,fe80::212:7405:5:505,0,fe80::212:7407:7:707,0,48:48.3,48:48.3,1622140000000000.0,0,"{'00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:7406:6:606,0,ff02::1a,0,48:48.7,48:48.7,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '0x0000ffff'}",Normal
ICMPv6,fe80::212:7405:5:505,0,ff02::1a,0,48:49.0,48:49.0,1622140000000000.0,0,"{'0x0000ffff', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:7401:1:101,0,ff02::1a,0,48:49.0,48:49.0,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '0x0000ffff'}",Normal
ICMPv6,::212:7401:1:101,0,::212:740a:a:a0a,0,48:49.3,48:49.5,1622140000000000.0,223349,"{'00:12:74:01:00:01:01:01', '00:12:74:0a:00:0a:0a:0a', '00:12:74:08:00:08:08:08'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7408:8:808,0,48:49.6,48:49.6,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal
ICMPv6,::212:7401:1:101,0,::212:740a:a:a0a,0,48:49.6,48:49.7,1622140000000000.0,85937,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:08:00:08:08:08'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,48:49.7,48:54.6,1622140000000000.0,4861636,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7409:9:909,0,48:50.1,48:50.3,1622140000000000.0,135088,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7405:5:505,0,48:50.3,48:51.6,1622140000000000.0,1203188,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:7404:4:404,0,ff02::1a,0,48:50.4,48:50.4,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '0x0000ffff'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7409:9:909,0,48:50.4,48:50.4,1622140000000000.0,0,"{'00:12:74:09:00:09:09:09', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,48:51.3,48:56.3,1622140000000000.0,4945297,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,48:51.5,48:56.4,1622140000000000.0,4969669,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
ICMPv6,::212:7401:1:101,0,::212:7407:7:707,0,48:51.5,48:51.5,1622140000000000.0,13090,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
WPAN,0,0,0,0,48:51.5,48:56.5,1622140000000000.0,4989227,set(),Normal
ICMPv6,::212:7401:1:101,0,::212:7407:7:707,0,48:51.6,48:51.6,1622140000000000.0,0,"{'00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:740a:a:a0a,0,ff02::1a,0,48:52.3,48:52.3,1622140000000000.0,0,"{'00:12:74:0a:00:0a:0a:0a', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,48:52.5,48:52.5,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,48:52.5,48:57.4,1622140000000000.0,4812501,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,48:52.6,48:57.5,1622140000000000.0,4937635,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,48:52.8,48:57.2,1622140000000000.0,4380306,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,48:53.2,48:58.0,1622140000000000.0,4774090,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,48:53.4,48:53.4,1622140000000000.0,7812,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,48:53.6,48:57.8,1622140000000000.0,4250020,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:740a:a:a0a,0,48:55.1,48:55.1,1622140000000000.0,47539,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7402:2:202,0,48:55.2,48:55.2,1622140000000000.0,0,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:740a:a:a0a,0,48:55.2,48:55.2,1622140000000000.0,0,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a'}",Normal
ICMPv6,fe80::212:7407:7:707,0,ff02::1a,0,48:55.3,48:55.3,1622140000000000.0,0,"{'0x0000ffff', '00:12:74:07:00:07:07:07'}",Normal
ICMPv6,fe80::212:7409:9:909,0,ff02::1a,0,48:55.7,48:55.7,1622140000000000.0,0,"{'00:12:74:09:00:09:09:09', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,48:55.8,49:00.3,1622140000000000.0,4515625,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,48:56.5,49:01.4,1622140000000000.0,4937875,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
WPAN,0,0,0,0,48:56.5,49:01.5,1622140000000000.0,4983310,set(),Normal
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,48:57.6,49:01.8,1622140000000000.0,4195521,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,48:57.6,49:02.5,1622140000000000.0,4874968,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
ICMPv6,fe80::212:740a:a:a0a,0,ff02::1a,0,48:58.3,48:58.3,1622140000000000.0,0,"{'00:12:74:0a:00:0a:0a:0a', '0x0000ffff'}",Normal
ICMPv6,fe80::212:7408:8:808,0,ff02::1a,0,48:58.5,48:58.5,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,48:58.7,48:58.7,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,48:59.1,48:59.1,1622140000000000.0,41306,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:7407:7:707,0,ff02::1a,0,49:00.5,49:00.5,1622140000000000.0,0,"{'0x0000ffff', '00:12:74:07:00:07:07:07'}",Normal
WPAN,0,0,0,0,49:01.5,49:06.5,1622140000000000.0,4970469,set(),Normal
ICMPv6,fe80::212:740b:b:b0b,0,ff02::1a,0,49:01.5,49:01.5,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:01.7,49:06.7,1622140000000000.0,4995315,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,49:01.7,49:06.2,1622140000000000.0,4499968,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,49:01.8,49:01.8,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:740c:c:c0c,0,ff02::1a,0,49:02.3,49:02.3,1622140000000000.0,0,"{'00:12:74:0c:00:0c:0c:0c', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,49:02.6,49:07.4,1622140000000000.0,4802176,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:02.8,49:07.7,1622140000000000.0,4914063,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,49:02.9,49:02.9,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7406:6:606,0,ff02::1a,0,49:03.3,49:03.3,1622140000000000.0,0,"{'00:12:74:06:00:06:06:06', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,49:03.9,49:03.9,1622140000000000.0,31868,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,49:04.0,49:04.0,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7409:9:909,6666,49:04.3,49:09.0,1622140000000000.0,4603807,"{'00:12:74:09:00:09:09:09', '00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,49:05.5,49:05.5,1622140000000000.0,0,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7402:2:202,0,ff02::1a,0,49:06.1,49:06.1,1622140000000000.0,0,"{'00:12:74:02:00:02:02:02', '0x0000ffff'}",Normal
WPAN,0,0,0,0,49:06.5,49:11.5,1622140000000000.0,4979833,set(),Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:06.7,49:11.7,1622140000000000.0,4971699,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,49:06.9,49:11.4,1622140000000000.0,4531230,"{'00:12:74:04:00:04:04:04', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,49:06.9,49:06.9,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
ICMPv6,fe80::212:7406:6:606,0,fe80::212:740c:c:c0c,0,49:07.2,49:11.2,1622140000000000.0,4015624,"{'00:12:74:0c:00:0c:0c:0c', '00:12:74:06:00:06:06:06'}",Normal
ICMPv6,fe80::212:7404:4:404,0,ff02::1a,0,49:07.5,49:07.5,1622140000000000.0,0,"{'00:12:74:04:00:04:04:04', '0x0000ffff'}",Normal
ICMPv6,fe80::212:7405:5:505,0,ff02::1a,0,49:07.7,49:07.7,1622140000000000.0,0,"{'0x0000ffff', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,::212:7401:1:101,0,::212:7403:3:303,0,49:07.8,49:12.8,1622140000000000.0,4986710,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal
UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,49:08.4,49:08.4,1622140000000000.0,0,"{'00:12:74:08:00:08:08:08', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,49:08.9,49:13.6,1622140000000000.0,4681260,"{'00:12:74:02:00:02:02:02', '00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5555,::212:7405:5:505,6666,49:09.5,49:09.5,1622140000000000.0,0,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal
ICMPv6,fe80::212:7409:9:909,0,ff02::1a,0,49:09.8,49:09.8,1622140000000000.0,0,"{'00:12:74:09:00:09:09:09', '0x0000ffff'}",Normal
UDP,::212:7401:1:101,5555,::212:7402:2:202,6666,49:10.6,49:15.3,1622140000000000.0,4710576,"{'00:12:74:02:00:02:02:02', '00:12:74:01:00:01:01:01'}",Normal
WPAN,0,0,0,0,49:11.5,49:16.5,1622140000000000.0,4968910,set(),Normal
UDP,::212:7401:1:101,5555,::212:7406:6:606,6666,49:11.6,49:11.7,1622140000000000.0,101542,"{'00:12:74:06:00:06:06:06', '00:12:74:01:00:01:01:01'}",Normal
UDP,::212:7401:1:101,5,::212:7403:3:303,8765,49:11.7,49:16.7,1622140000000000.0,4976041,"{'00:12:74:03:00:03:03:03', '00:12:74:01:00:01:01:01'}",Malicious
UDP,::212:7401:1:101,5555,::212:740b:b:b0b,6666,49:12.4,49:12.4,1622140000000000.0,0,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:01:00:01:01:01'}",Normal
