Session Key,Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Label,Fwd IAT Min,Fwd IAT Max,Fwd IAT Sum,Fwd IAT Ave,Fwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Sum,Bwd IAT Ave,Bwd IAT Std,Flow IAT Min,Flow IAT Max,Flow IAT Ave,Flow IAT Std,Fwd Flag Ack Num,Bwd Flag Ack Num,F/Bwd Flag Ack Ratio,Fwd Flag Ack Speed,Bwd Flag Ack Speed,Fwd Flag Cwr Num,Bwd Flag Cwr Num,F/Bwd Flag Cwr Ratio,Fwd Flag Cwr Speed,Bwd Flag Cwr Speed,Fwd Flag Ecn Num,Bwd Flag Ecn Num,F/Bwd Flag Ecn Ratio,Fwd Flag Ecn Speed,Bwd Flag Ecn Speed,Fwd Flag Fin Num,Bwd Flag Fin Num,F/Bwd Flag Fin Ratio,Fwd Flag Fin Speed,Bwd Flag Fin Speed,Fwd Flag Ns Num,Bwd Flag Ns Num,F/Bwd Flag Ns Ratio,Fwd Flag Ns Speed,Bwd Flag Ns Speed,Fwd Flag Push Num,Bwd Flag Push Num,F/Bwd Flag Push Ratio,Fwd Flag Push Speed,Bwd Flag Push Speed,Fwd Flag Res Num,Bwd Flag Res Num,F/Bwd Flag Res Ratio,Fwd Flag Res Speed,Bwd Flag Res Speed,Fwd Flag Reset Num,Bwd Flag Reset Num,F/Bwd Flag Reset Ratio,Fwd Flag Reset Speed,Bwd Flag Reset Speed,Fwd Flag Syn Num,Bwd Flag Syn Num,F/Bwd Flag Syn Ratio,Fwd Flag Syn Speed,Bwd Flag Syn Speed,Fwd Flag Urg Num,Bwd Flag Urg Num,F/Bwd Flag Urg Ratio,Fwd Flag Urg Speed,Bwd Flag Urg Speed,Fwd Pkt Len Min,Fwd Pkt Len Max,Fwd Pkt Len Sum,Fwd Pkt Len Ave,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Sum,Bwd Pkt Len Ave,Bwd Pkt Len Std,Flow Pkt Len Min,Flow Pkt Len Max,Flow Pkt Len Ave,Flow Pkt Len Std,Fwd Pkt Num,Bwd Pkt Num,F/Bwd Pkt Ratio,Fwd Pkt Speed,Bwd Pkt Speed,Fwd Byte Num,Bwd Byte Num,F/Bwd Byte Ratio,Fwd Byte Speed,Bwd Byte Speed,Type
ICMPv6 ::212:7401:1:101 0 ::212:7408:8:808 0 155 2,ICMPv6,::212:7401:1:101,0,::212:7408:8:808,0,30:53.7,30:53.7,1.62212E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7408:8:808 0 155 3,ICMPv6,::212:7401:1:101,0,::212:7408:8:808,0,30:53.7,30:53.7,1.62212E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:7408:8:808 6666,UDP,::212:7401:1:101,5555,::212:7408:8:808,6666,30:55.0,30:59.5,1.62212E+15,4460930,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",,0,0,0,0,0,4.460929871,4.460929871,4.460929871,4.460929871,0,4.460929871,4.460929871,4.460929871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,0.448337006,0,136,0,0,30.48691641,Normal
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,30:55.0,30:59.6,1.62212E+15,4539691,set(),,0.016014099,1.865924835,4.539690971,0.412699179,0.546867469,0,0,0,0,0,0.016014099,1.865924835,0.412699179,0.546867469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,60,5,0,0,0,0,0,0,5,5,5,0,12,0,0,2.643351717,0,60,0,0,13.21675859,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:740a:a:a0a 0 155 2,ICMPv6,::212:7401:1:101,0,::212:740a:a:a0a,0,30:55.3,30:55.3,1.62212E+15,0,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:740a:a:a0a 0 155 3,ICMPv6,::212:7401:1:101,0,::212:740a:a:a0a,0,30:55.3,30:55.3,1.62212E+15,0,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7404:4:404 0 155 2,ICMPv6,::212:7401:1:101,0,::212:7404:4:404,0,30:55.3,30:55.3,1.62212E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7404:4:404 0 155 3,ICMPv6,::212:7401:1:101,0,::212:7404:4:404,0,30:55.4,30:55.4,1.62212E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0,Normal
ICMPv6 fe80::212:7408:8:808 0 ff02::1a 0 155 1,ICMPv6,fe80::212:7408:8:808,0,ff02::1a,0,30:56.0,30:56.0,1.62212E+15,0,"{'0x0000ffff', '00:12:74:08:00:08:08:08'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7407:7:707 0 155 2,ICMPv6,::212:7401:1:101,0,::212:7407:7:707,0,30:56.1,30:56.1,1.62212E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,85,85,0,85,85,85,0,0,1,0,0,0,0,85,0,0,0,Normal
ICMPv6 ::212:7401:1:101 0 ::212:7407:7:707 0 155 3,ICMPv6,::212:7401:1:101,0,::212:7407:7:707,0,30:56.1,30:56.1,1.62212E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,0,0,0,0,0,0,43,43,43,0,1,0,0,0,0,43,0,0,0,0,Normal
ICMPv6 fe80::212:7401:1:101 0 ff02::1a 0 155 1,ICMPv6,fe80::212:7401:1:101,0,ff02::1a,0,30:57.0,30:57.0,1.62212E+15,0,"{'0x0000ffff', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0,Normal
ICMPv6 fe80::212:7404:4:404 0 ff02::1a 0 155 1,ICMPv6,fe80::212:7404:4:404,0,ff02::1a,0,30:57.4,30:57.4,1.62212E+15,0,"{'0x0000ffff', '00:12:74:04:00:04:04:04'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0,Normal
ICMPv6 fe80::212:7402:2:202 0 fe80::212:7408:8:808 0 155 1,ICMPv6,fe80::212:7402:2:202,0,fe80::212:7408:8:808,0,30:58.0,31:00.6,1.62212E+15,2609359,"{'00:12:74:08:00:08:08:08', '00:12:74:02:00:02:02:02'}",,0.039028883,1.59375,2.609359026,0.869786342,0.782842976,0,0,0,0,0,0.039028883,1.59375,0.869786342,0.782842976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,408,102,0,0,0,0,0,0,102,102,102,0,4,0,0,1.532943531,0,408,0,0,156.3602402,0,Normal
ICMPv6 fe80::212:7405:5:505 0 fe80::212:7408:8:808 0 155 1,ICMPv6,fe80::212:7405:5:505,0,fe80::212:7408:8:808,0,30:58.4,31:02.7,1.62212E+15,4328125,"{'00:12:74:08:00:08:08:08', '00:12:74:05:00:05:05:05'}",,0.5,1.992187977,4.328125,1.442708333,0.820138916,0,0,0,0,0,0.5,1.992187977,1.442708333,0.820138916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,408,102,0,0,0,0,0,0,102,102,102,0,4,0,0,0.924187726,0,408,0,0,94.26714801,0,Normal
ICMPv6 fe80::212:740a:a:a0a 0 ff02::1a 0 155 1,ICMPv6,fe80::212:740a:a:a0a,0,ff02::1a,0,30:58.9,30:58.9,1.62212E+15,0,"{'0x0000ffff', '00:12:74:0a:00:0a:0a:0a'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0,Normal
ICMPv6 fe80::212:7407:7:707 0 ff02::1a 0 155 1,ICMPv6,fe80::212:7407:7:707,0,ff02::1a,0,30:59.7,30:59.7,1.62212E+15,0,"{'0x0000ffff', '00:12:74:07:00:07:07:07'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0,Normal
UDP ::212:7401:1:101 5555 ::212:7404:4:404 6666,UDP,::212:7401:1:101,5555,::212:7404:4:404,6666,31:00.4,31:04.6,1.62212E+15,4250016,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",,0,0,0,0,0,4.250015974,4.250015974,4.250015974,4.250015974,0,4.250015974,4.250015974,4.250015974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,67.5,0.707106781,67,68,67.5,0.707106781,0,2,0,0,0.470586464,0,135,0,0,31.7645863,Normal
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,31:00.4,31:05.1,1.62212E+15,4768880,set(),,0.008044958,0.99882102,4.76887989,0.149027497,0.210092493,0,0,0,0,0,0.008044958,0.99882102,0.149027497,0.210092493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,165,5,0,0,0,0,0,0,5,5,5,0,33,0,0,6.919863784,0,165,0,0,34.59931892,0,Normal
ICMPv6 fe80::212:7406:6:606 0 fe80::212:7407:7:707 0 155 1,ICMPv6,fe80::212:7406:6:606,0,fe80::212:7407:7:707,0,31:00.5,31:00.6,1.62212E+15,117187,"{'00:12:74:06:00:06:06:06', '00:12:74:07:00:07:07:07'}",,0.015625,0.070326805,0.117187023,0.039062341,0.028178356,0,0,0,0,0,0.015625,0.070326805,0.039062341,0.028178356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,408,102,0,0,0,0,0,0,102,102,102,0,4,0,0,34.13347897,0,408,0,0,3481.614855,0,Normal
ICMPv6 fe80::212:7403:3:303 0 fe80::212:7407:7:707 0 155 1,ICMPv6,fe80::212:7403:3:303,0,fe80::212:7407:7:707,0,31:00.5,31:00.6,1.62212E+15,124985,"{'00:12:74:03:00:03:03:03', '00:12:74:07:00:07:07:07'}",,0.015625,0.046875,0.124985218,0.031246305,0.012757761,0,0,0,0,0,0.015625,0.046875,0.031246305,0.012757761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,510,102,0,0,0,0,0,0,102,102,102,0,5,0,0,40.00480058,0,510,0,0,4080.489659,0,Normal
UDP ::212:7401:1:101 5555 ::212:740a:a:a0a 6666,UDP,::212:7401:1:101,5555,::212:740a:a:a0a,6666,31:00.6,31:00.6,1.62212E+15,5607,"{'00:12:74:0a:00:0a:0a:0a', '00:12:74:01:00:01:01:01'}",,0,0,0,0,0,0.005607128,0.005607128,0.005607128,0.005607128,0,0.005607128,0.005607128,0.005607128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,136,68,0,68,68,68,0,0,2,0,0,356.6969859,0,136,0,0,24255.39504,Normal
UDP ::212:7401:1:101 5555 ::212:7407:7:707 6666,UDP,::212:7401:1:101,5555,::212:7407:7:707,6666,31:01.0,31:01.0,1.62212E+15,0,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,0,68,68,68,0,0,1,0,0,0,0,68,0,0,0,Normal
ICMPv6 fe80::212:7407:7:707 0 fe80::212:740b:b:b0b 0 155 1,ICMPv6,fe80::212:7407:7:707,0,fe80::212:740b:b:b0b,0,31:01.4,31:03.6,1.62212E+15,2234375,"{'00:12:74:0b:00:0b:0b:0b', '00:12:74:07:00:07:07:07'}",,0,0,0,0,0,0.070312023,1.882812977,2.234375,0.744791667,0.99118267,0.070312023,1.882812977,0.744791667,0.99118267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,408,102,0,102,102,102,0,0,4,0,0,1.79020979,0,408,0,0,182.6013986,Normal
ICMPv6 fe80::212:7407:7:707 0 fe80::212:7409:9:909 0 155 1,ICMPv6,fe80::212:7407:7:707,0,fe80::212:7409:9:909,0,31:01.7,31:05.1,1.62212E+15,3368307,"{'00:12:74:09:00:09:09:09', '00:12:74:07:00:07:07:07'}",,0,0,0,0,0,3.368306875,3.368306875,3.368306875,3.368306875,0,3.368306875,3.368306875,3.368306875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,204,102,0,102,102,102,0,0,2,0,0,0.593770105,0,204,0,0,60.56455068,Normal
