Session Key,Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Label,Fwd IAT Min,Fwd IAT Max,Fwd IAT Sum,Fwd IAT Ave,Fwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Sum,Bwd IAT Ave,Bwd IAT Std,Flow IAT Min,Flow IAT Max,Flow IAT Ave,Flow IAT Std,Fwd Flag Ack Num,Bwd Flag Ack Num,F/Bwd Flag Ack Ratio,Fwd Flag Ack Speed,Bwd Flag Ack Speed,Fwd Flag Cwr Num,Bwd Flag Cwr Num,F/Bwd Flag Cwr Ratio,Fwd Flag Cwr Speed,Bwd Flag Cwr Speed,Fwd Flag Ecn Num,Bwd Flag Ecn Num,F/Bwd Flag Ecn Ratio,Fwd Flag Ecn Speed,Bwd Flag Ecn Speed,Fwd Flag Fin Num,Bwd Flag Fin Num,F/Bwd Flag Fin Ratio,Fwd Flag Fin Speed,Bwd Flag Fin Speed,Fwd Flag Ns Num,Bwd Flag Ns Num,F/Bwd Flag Ns Ratio,Fwd Flag Ns Speed,Bwd Flag Ns Speed,Fwd Flag Push Num,Bwd Flag Push Num,F/Bwd Flag Push Ratio,Fwd Flag Push Speed,Bwd Flag Push Speed,Fwd Flag Res Num,Bwd Flag Res Num,F/Bwd Flag Res Ratio,Fwd Flag Res Speed,Bwd Flag Res Speed,Fwd Flag Reset Num,Bwd Flag Reset Num,F/Bwd Flag Reset Ratio,Fwd Flag Reset Speed,Bwd Flag Reset Speed,Fwd Flag Syn Num,Bwd Flag Syn Num,F/Bwd Flag Syn Ratio,Fwd Flag Syn Speed,Bwd Flag Syn Speed,Fwd Flag Urg Num,Bwd Flag Urg Num,F/Bwd Flag Urg Ratio,Fwd Flag Urg Speed,Bwd Flag Urg Speed,Fwd Pkt Len Min,Fwd Pkt Len Max,Fwd Pkt Len Sum,Fwd Pkt Len Ave,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Sum,Bwd Pkt Len Ave,Bwd Pkt Len Std,Flow Pkt Len Min,Flow Pkt Len Max,Flow Pkt Len Ave,Flow Pkt Len Std,Fwd Pkt Num,Bwd Pkt Num,F/Bwd Pkt Ratio,Fwd Pkt Speed,Bwd Pkt Speed,Fwd Byte Num,Bwd Byte Num,F/Bwd Byte Ratio,Fwd Byte Speed,Bwd Byte Speed
ICMPv6 fe80::201:1:1:1 0 fe80::202:2:2:2 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::202:2:2:2,0,2021-05-28 13:41:57.745000,2021-05-28 13:42:01.384000,1622202117745000.0,3639000.0,"{'00:02:00:02:00:02:00:02', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,3.639000177383423,3.639000177383423,3.639000177383423,3.639000177383423,0,3.639000177383423,3.639000177383423,3.639000177383423,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,204.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,2.0,0.0,0.0,0.549601538884309,0.0,204.0,0.0,0.0,56.05935696619951
ICMPv6 fe80::201:1:1:1 0 fe80::204:4:4:4 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::204:4:4:4,0,2021-05-28 13:41:58.238000,2021-05-28 13:42:02.886000,1622202118238000.0,4648000.0,"{'00:04:00:04:00:04:00:04', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,1.0969998836517334,3.5510001182556152,4.648000001907349,2.3240000009536743,1.7352402069217834,1.0969998836517334,3.5510001182556152,2.3240000009536743,1.7352402069217834,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,306.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,3.0,0.0,0.0,0.6454388984509467,0.0,306.0,0.0,0.0,65.83476764199656
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,2021-05-28 13:41:59.771200,2021-05-28 13:42:04.765240,1622202119771200.0,4994040.0,set(),,0.0033359527587890625,0.8329999446868896,4.994040012359619,0.07566727291453969,0.1450651248319075,0,0,0,0,0,0.0033359527587890625,0.8329999446868896,0.07566727291453969,0.1450651248319075,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,5.0,335.0,5.0,0.0,0,0,0,0,0,5.0,5.0,5.0,0.0,67.0,0.0,0,13.415991862299862,0.0,335.0,0.0,0,67.07995931149931,0.0
ICMPv6 fe80::201:1:1:1 0 fe80::20b:b:b:b 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::20b:b:b:b,0,2021-05-28 13:42:01.037000,2021-05-28 13:42:01.037000,1622202121037000.0,0.0,"{'00:0b:00:0b:00:0b:00:0b', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,102.0,102.0,0,102.0,102.0,102.0,0,0.0,1.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
ICMPv6 fe80::201:1:1:1 0 fe80::206:6:6:6 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::206:6:6:6,0,2021-05-28 13:42:01.529000,2021-05-28 13:42:04.461000,1622202121529000.0,2932000.0,"{'00:06:00:06:00:06:00:06', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,2.931999921798706,2.931999921798706,2.931999921798706,2.931999921798706,0,2.931999921798706,2.931999921798706,2.931999921798706,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,204.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,2.0,0.0,0.0,0.6821282401091405,0.0,204.0,0.0,0.0,69.57708049113234
ICMPv6 ::201:1:1:1 0 ::209:9:9:9 0 155 2,ICMPv6,::201:1:1:1,0,::209:9:9:9,0,2021-05-28 13:42:02.112000,2021-05-28 13:42:02.112000,1622202122112000.0,0.0,"{'00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,85.0,85.0,85.0,85.0,0,85.0,85.0,85.0,0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
ICMPv6 ::201:1:1:1 0 ::209:9:9:9 0 155 3,ICMPv6,::201:1:1:1,0,::209:9:9:9,0,2021-05-28 13:42:02.155000,2021-05-28 13:42:02.155000,1622202122155000.0,0.0,"{'00:09:00:09:00:09:00:09', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,43.0,43.0,43.0,43.0,0,0,0,0,0,0,43.0,43.0,43.0,0,1.0,0.0,0,0.0,0.0,43.0,0.0,0,0.0,0.0
ICMPv6 fe80::201:1:1:1 0 ff02::1a 0 155 1,ICMPv6,fe80::201:1:1:1,0,ff02::1a,0,2021-05-28 13:42:02.218000,2021-05-28 13:42:02.218000,1622202122218000.0,0.0,"{'0x0000ffff', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,97.0,97.0,97.0,97.0,0,0,0,0,0,0,97.0,97.0,97.0,0,1.0,0.0,0,0.0,0.0,97.0,0.0,0,0.0,0.0
ICMPv6 fe80::201:1:1:1 0 fe80::205:5:5:5 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::205:5:5:5,0,2021-05-28 13:42:02.694000,2021-05-28 13:42:02.694000,1622202122694000.0,0.0,"{'00:05:00:05:00:05:00:05', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,102.0,102.0,0,102.0,102.0,102.0,0,0.0,1.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
ICMPv6 fe80::201:1:1:1 0 fe80::207:7:7:7 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::207:7:7:7,0,2021-05-28 13:42:03.337000,2021-05-28 13:42:03.337000,1622202123337000.0,0.0,"{'00:07:00:07:00:07:00:07', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,102.0,102.0,0,102.0,102.0,102.0,0,0.0,1.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
ICMPv6 fe80::201:1:1:1 0 fe80::202:2:2:2 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::202:2:2:2,0,2021-05-28 13:42:03.402000,2021-05-28 13:42:06.114000,1622202123402000.0,2712000.0,"{'00:02:00:02:00:02:00:02', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,2.7120001316070557,2.7120001316070557,2.7120001316070557,2.7120001316070557,0,2.7120001316070557,2.7120001316070557,2.7120001316070557,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,102.0,102.0,204.0,102.0,0.0,102.0,102.0,102.0,0.0,0.0,2.0,0.0,0.0,0.7374631268436578,0.0,204.0,0.0,0.0,75.22123893805309
ICMPv6 ::201:1:1:1 0 ::20c:c:c:c 0 155 2,ICMPv6,::201:1:1:1,0,::20c:c:c:c,0,2021-05-28 13:42:03.539000,2021-05-28 13:42:03.539000,1622202123539000.0,0.0,"{'00:0c:00:0c:00:0c:00:0c', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,85.0,85.0,85.0,85.0,0,85.0,85.0,85.0,0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
ICMPv6 ::201:1:1:1 0 ::20c:c:c:c 0 155 3,ICMPv6,::201:1:1:1,0,::20c:c:c:c,0,2021-05-28 13:42:03.577000,2021-05-28 13:42:03.577000,1622202123577000.0,0.0,"{'00:01:00:01:00:01:00:01', '00:0c:00:0c:00:0c:00:0c'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,43.0,43.0,43.0,43.0,0,0,0,0,0,0,43.0,43.0,43.0,0,1.0,0.0,0,0.0,0.0,43.0,0.0,0,0.0,0.0
ICMPv6 ::201:1:1:1 0 ::203:3:3:3 0 155 2,ICMPv6,::201:1:1:1,0,::203:3:3:3,0,2021-05-28 13:42:03.865408,2021-05-28 13:42:03.865408,1622202123865408.0,0.0,"{'00:03:00:03:00:03:00:03', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,85.0,85.0,85.0,85.0,0,85.0,85.0,85.0,0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
