/Task_ID/ /Day/ /Hour/ /Minute/ /Duration/ /Task_Value/
98	1	9	57	60	3	
99	1	9	19	30	7	
100	2	18	51	70	10	
101	1	9	33	40	2	
102	2	9	34	50	6	
103	2	9	8	100	3	
104	2	9	13	40	1	
105	2	9	31	30	3	
106	1	12	24	50	8	
107	2	18	30	70	2	
108	1	15	35	70	9	
109	2	12	14	60	5	
110	1	9	49	70	10	
111	1	15	51	40	6	
112	2	15	10	80	8	
113	1	18	36	60	7	
114	1	9	41	100	7	
115	1	15	36	40	4	
116	2	9	5	50	4	
117	2	18	13	20	9	
118	2	18	32	50	5	
119	1	9	4	100	7	
120	2	14	46	60	9	
121	2	9	29	50	7	
122	1	18	21	50	3	
123	2	18	49	70	6	
124	2	9	13	60	2	
125	1	14	1	10	1	
126	1	13	27	50	4	
127	1	9	51	30	5	
128	2	12	40	40	1	
129	2	18	32	50	8	
130	1	9	51	100	3	
131	2	9	48	70	9	
132	1	9	21	70	7	
133	2	9	7	10	9	
134	1	18	40	50	1	
135	2	9	14	20	9	
136	2	9	55	20	3	
137	1	18	14	60	4	
138	2	9	31	60	9	
139	2	18	49	40	4	
140	2	14	38	20	2	
141	1	9	12	30	10	
142	1	18	46	70	10	
143	1	14	44	60	7	
144	1	9	56	40	1	
145	2	9	32	20	8	
146	2	18	43	20	7	
147	2	9	51	40	2	
148	1	9	34	50	2	
149	2	9	38	40	3	
150	2	9	31	30	4	
151	1	12	15	30	6	
152	1	15	7	60	5	
153	1	13	32	30	9	
154	2	14	49	40	9	
155	1	9	55	30	7	
156	1	9	16	30	9	
157	1	9	46	40	5	
158	2	9	47	40	10	
159	2	9	20	50	2	
160	1	14	47	20	2	
161	1	18	34	50	5	
162	2	13	28	40	1	
163	1	14	51	40	2	
164	2	9	49	30	3	
165	1	12	56	40	4	
166	2	9	17	30	7	
167	2	13	30	60	7	
168	2	9	10	50	4	
169	1	15	53	40	9	
170	2	9	43	40	3	
171	1	18	39	40	3	
172	1	18	16	70	2	
173	1	13	51	70	10	
174	2	12	24	40	9	
175	2	9	5	50	3	
176	1	14	9	40	10	
177	1	15	42	50	4	
178	1	18	42	50	10	
179	1	18	19	40	7	
180	1	12	26	40	1	
181	2	14	35	20	8	
182	1	9	1	50	3	
183	2	18	1	20	6	
184	1	9	30	40	4	
185	2	9	23	30	3	
186	2	15	31	10	5	
187	2	13	26	40	8	
188	1	9	17	50	6	
189	2	9	5	30	6	
190	1	18	43	70	4	
191	1	9	46	20	3	
192	2	9	13	20	6	
193	1	9	21	50	4	
194	1	18	1	30	8	
195	2	18	3	60	3	
196	1	15	57	20	2	
197	1	9	14	40	10	
198	1	9	11	60	8	
199	1	9	50	70	9	
200	1	9	39	60	6	
201	2	9	26	50	3	
202	2	13	11	20	5	
203	1	18	18	70	7	
204	2	9	49	80	4	
205	2	18	52	50	3	
206	1	18	55	20	8	
207	1	14	14	40	2	
208	2	18	40	70	6	
209	1	9	17	60	2	
210	1	9	22	50	9	
211	1	18	26	20	7	
212	1	9	2	70	6	
213	1	18	27	40	7	
214	1	15	21	70	4	
215	1	12	54	30	4	
216	2	9	37	20	5	
217	2	12	8	30	2	
218	2	12	27	70	6	
219	1	18	1	40	8	
220	1	12	33	60	8	
221	1	18	4	20	1	
222	1	12	52	60	8	
223	1	18	31	100	2	
224	2	9	10	70	1	
225	2	14	46	60	5	
226	1	15	19	50	10	
227	1	9	11	70	2	
228	1	9	56	20	2	
229	2	9	39	30	8	
230	2	18	44	70	10	
231	1	15	40	10	6	
232	1	9	26	20	5	
233	2	18	52	20	3	
234	1	15	40	30	1	
235	1	9	55	70	10	
236	1	15	10	70	8	
237	1	9	40	70	5	
238	1	9	18	40	9	
239	1	15	57	60	10	
240	2	9	46	100	5	
241	1	18	7	30	5	
242	1	9	17	30	1	
243	2	18	22	20	9	
244	2	18	36	20	5	
245	2	15	13	20	6	
246	1	15	57	30	5	
247	2	9	35	20	2	
248	2	14	51	20	2	
249	2	14	32	20	1	
250	2	18	11	50	9	
251	2	9	53	40	2	
252	1	9	55	10	10	
253	1	18	9	70	4	
254	1	13	17	60	8	
255	1	18	20	40	2	
256	2	18	5	30	2	
257	2	13	34	20	8	
258	1	9	37	40	6	
259	1	18	43	40	4	
260	1	14	21	20	8	
261	2	9	40	30	6	
262	2	9	38	70	9	
263	2	9	7	50	5	
264	1	9	47	50	1	
265	1	18	22	50	9	
266	2	14	23	30	1	
267	2	12	20	20	10	
268	1	18	49	100	2	
269	1	18	56	30	1	
270	1	12	10	50	3	
271	1	15	1	20	10	
272	1	18	57	20	6	
273	2	18	37	60	10	
274	2	9	3	30	2	
275	2	9	32	20	6	
276	1	9	28	60	4	
277	1	18	13	80	4	
278	1	9	4	100	6	
279	1	14	23	20	9	
280	2	15	5	40	7	
281	2	9	26	60	9	
282	1	9	53	60	4	
283	1	18	34	50	6	
284	1	9	25	40	6	
285	2	18	38	30	5	
286	1	18	46	50	4	
287	2	14	54	40	4	
288	2	13	4	40	5	
289	2	18	38	70	3	
290	2	12	52	40	7	
291	2	9	8	100	2	
292	2	13	34	60	10	
293	2	18	31	60	5	
294	2	9	31	10	5	
295	2	15	15	40	6	
296	2	15	29	20	4	
297	2	18	28	50	1	
298	2	9	48	80	9	
299	2	12	56	60	5	
300	1	13	40	60	7	
301	1	13	20	20	9	
302	2	13	27	30	1	
303	2	9	13	50	1	
304	1	12	26	40	4	
305	2	13	23	70	7	
306	2	18	12	70	5	
307	1	9	35	40	1	
308	2	9	16	40	2	
309	1	18	48	60	6	
310	2	14	12	40	3	
311	1	9	16	50	2	
312	1	9	57	60	5	
313	1	9	16	40	10	
314	1	9	42	60	9	
315	2	15	36	40	6	
316	1	13	34	30	8	
317	1	18	47	20	3	
318	2	13	19	80	5	
319	2	12	10	40	8	
320	2	9	27	70	6	
321	2	9	37	70	7	
322	1	13	18	60	5	
323	1	13	0	20	1	
324	1	18	1	50	10	
325	1	18	26	50	9	
326	2	15	33	70	4	
327	2	18	21	20	1	
328	2	9	36	20	4	
329	1	12	32	60	6	
330	1	9	0	20	9	
331	1	15	26	20	2	
332	2	9	1	30	3	
333	2	12	4	30	6	
334	2	13	35	40	9	
335	1	9	48	80	6	
336	1	18	6	60	3	
337	1	9	5	50	10	
338	1	18	17	60	6	
339	2	9	0	20	4	
340	2	18	33	20	4	
341	2	12	40	20	8	
342	2	18	12	30	1	
343	2	18	47	20	4	
344	1	15	33	40	1	
345	2	9	34	40	6	
346	2	9	42	40	10	
347	2	9	33	30	3	
348	2	12	37	20	9	
349	1	18	28	60	9	
350	2	9	35	50	7	
351	2	18	44	30	3	
352	1	14	11	70	3	
353	1	12	13	50	2	
354	2	13	47	20	7	
355	2	18	49	40	9	
356	1	14	28	20	8	
357	2	18	44	50	4	
358	1	9	37	40	9	
359	2	18	56	60	4	
360	1	18	0	70	5	
361	1	13	24	20	10	
362	2	18	45	100	9	
363	1	9	46	70	8	
364	2	12	50	20	8	
365	1	18	32	70	7	
366	2	18	24	60	5	
367	1	9	26	60	6	
368	1	13	52	70	8	
369	1	15	4	60	2	
370	2	9	49	70	10	
371	2	9	28	50	1	
372	2	9	49	50	10	
373	1	18	47	70	2	
374	2	9	1	100	5	
375	1	9	21	20	3	
376	1	9	20	60	9	
377	2	12	28	50	4	
378	1	9	8	70	9	
379	1	9	19	20	2	
380	1	9	37	50	7	
381	2	9	33	20	9	
382	2	18	13	70	9	
383	1	18	15	40	4	
384	1	9	10	70	7	
385	2	12	2	70	1	
386	1	9	27	60	1	
387	2	18	58	30	5	
388	1	9	2	40	10	
389	2	14	36	20	7	
390	1	9	37	60	1	
391	1	9	16	20	4	
392	1	15	33	40	3	
393	1	12	57	20	8	
394	1	9	7	60	7	
395	1	9	26	50	5	
396	2	14	22	60	7	
397	2	13	51	60	6	
398	1	18	45	20	9	
399	2	15	51	50	4	
400	1	18	28	10	6	
401	2	9	21	20	7	
402	1	18	31	60	7	
403	2	9	25	40	1	
404	2	9	41	40	8	
405	1	9	22	100	3	
406	2	9	14	10	2	
407	1	13	58	60	6	
408	2	9	14	60	5	
409	2	14	24	40	4	
410	2	14	24	40	5	
411	2	18	19	20	6	
412	1	18	44	20	9	
413	1	12	45	60	1	
414	2	18	24	50	2	
415	1	18	5	40	4	
416	1	18	50	70	5	
417	1	18	47	30	1	
418	2	18	48	40	5	
419	2	18	49	40	6	
420	1	18	24	30	4	
421	2	18	37	40	6	
422	1	18	29	70	9	
423	1	18	40	60	5	
424	2	18	56	50	4	
425	1	18	49	30	9	
426	2	13	47	20	8	
427	1	18	29	30	4	
428	1	9	38	80	6	
429	2	18	9	40	9	
430	2	9	27	50	3	
431	1	14	10	40	2	
432	2	9	50	100	4	
433	1	18	18	20	2	
434	2	14	0	60	10	
435	2	18	57	70	5	
436	1	9	35	60	7	
437	1	9	50	70	7	
438	2	9	48	20	10	
439	2	14	56	60	2	
440	1	18	55	60	3	
441	2	18	40	50	3	
442	1	18	50	40	5	
443	2	12	14	10	2	
444	2	15	13	30	8	
445	2	9	49	60	3	
446	1	9	57	70	2	
447	2	9	20	70	1	
448	1	9	32	60	4	
449	1	18	47	40	3	
450	1	13	5	70	7	
451	1	13	57	60	10	
452	2	12	21	60	1	
453	2	9	18	60	4	
454	1	9	24	20	2	
455	1	18	17	10	8	
456	1	12	11	100	3	
457	1	9	49	20	2	
458	2	12	24	50	10	
459	1	18	49	70	8	
460	1	12	45	60	7	
461	1	18	16	100	3	
462	2	14	35	20	8	
463	1	18	13	40	8	
464	2	13	1	100	2	
465	2	9	30	20	4	
466	2	13	16	20	6	
467	1	18	52	10	10	
468	1	13	34	30	10	
469	2	9	42	60	3	
470	2	9	22	70	7	
471	2	18	36	50	9	
472	1	9	1	60	10	
473	2	18	35	40	6	
474	2	12	26	30	9	
475	2	14	10	50	2	
476	2	9	32	60	8	
477	1	12	6	70	7	
478	1	12	29	40	7	
479	2	18	58	30	8	
480	2	9	41	50	7	
481	2	12	30	20	5	
482	1	9	48	30	4	
483	2	9	42	20	10	
484	1	18	56	50	2	
485	2	9	43	60	4	
486	2	9	15	30	10	
487	1	18	47	20	4	
488	1	13	16	70	7	
489	1	9	49	20	3	
490	2	9	13	20	3	
491	1	13	16	50	5	
492	1	12	5	60	2	
493	2	9	53	40	2	
494	1	18	40	70	1	
495	2	9	30	20	5	
496	2	13	18	50	2	
497	1	14	20	60	3	
498	1	9	8	40	7	
499	1	15	20	30	5	
500	2	18	35	30	8	
501	1	9	38	70	2	
502	2	15	12	20	4	
503	1	12	12	60	3	
504	2	18	40	40	9	
505	2	9	25	20	8	
506	2	15	48	60	9	
507	1	14	54	60	10	
508	1	9	47	100	2	
509	2	12	5	60	2	
510	1	9	19	70	3	
511	2	13	34	20	8	
512	2	18	29	60	7	
513	2	15	48	60	7	
514	1	9	23	60	10	
515	2	12	42	20	7	
516	1	9	8	40	1	
517	2	18	15	20	9	
518	2	9	18	50	2	
519	2	18	58	100	6	
520	1	9	23	20	6	
521	1	13	26	20	3	
522	2	12	24	50	7	
523	1	18	27	30	4	
524	1	9	18	60	6	
525	2	9	25	30	8	
526	1	9	28	60	5	
527	1	9	58	20	10	
528	1	18	38	30	6	
529	1	18	11	100	1	
530	2	9	12	20	6	
531	1	9	9	60	6	
532	1	9	18	20	3	
533	1	9	31	40	3	
534	1	12	47	60	1	
535	2	9	46	70	1	
536	1	12	14	30	8	
537	1	9	8	60	7	
538	2	9	42	30	3	
539	1	13	13	30	1	
540	1	18	5	30	8	
541	2	9	15	10	2	
542	2	18	30	50	1	
543	2	18	52	40	10	
544	2	9	38	40	4	
545	2	12	17	60	6	
546	2	18	2	70	1	
547	2	18	30	60	5	
548	1	9	51	20	8	
549	2	9	17	40	3	
550	1	18	53	20	2	
551	1	9	36	40	9	
552	1	14	0	50	2	
553	2	9	23	50	7	
554	2	15	15	20	3	
555	1	9	3	20	7	
556	2	14	15	70	9	
557	2	18	22	60	9	
558	1	9	52	30	3	
559	2	18	57	30	10	
560	2	12	4	20	9	
561	1	18	35	40	5	
562	2	18	57	20	5	
563	1	18	54	10	4	
564	2	9	18	20	2	
565	2	9	17	70	6	
566	1	9	0	40	3	
567	1	14	26	40	5	
568	1	18	57	70	3	
569	2	14	3	20	9	
570	2	9	8	70	2	
571	1	18	17	50	4	
572	1	9	29	20	4	
573	2	18	0	40	6	
574	2	18	21	30	5	
575	2	18	26	20	8	
576	1	9	1	100	4	
577	2	18	53	30	6	
578	1	9	4	50	8	
579	1	18	27	40	3	
580	1	9	52	80	4	
581	1	18	17	20	9	
582	2	13	18	30	8	
583	2	13	29	50	9	
584	2	13	41	20	4	
585	2	9	42	20	9	
586	1	18	20	20	2	
587	2	13	29	100	2	
588	2	18	18	40	3	
589	1	9	4	30	2	
590	2	18	35	50	6	
591	2	15	29	60	3	
592	1	18	26	20	8	
593	1	18	53	70	5	
594	1	9	49	50	1	
595	1	13	33	20	7	
596	1	12	58	80	4	
597	2	9	26	60	6	
598	1	9	56	40	3	
599	2	14	25	80	7	
600	2	9	28	50	4	
601	1	18	33	50	6	
602	1	13	15	40	3	
603	1	9	34	50	7	
604	1	14	11	40	7	
605	1	13	42	20	4	
606	1	14	46	70	3	
607	2	9	16	30	2	
608	1	13	39	80	4	
609	1	14	50	50	6	
610	2	9	4	60	1	
611	1	9	34	60	6	
612	1	9	57	40	6	
613	1	18	38	40	10	
614	2	13	29	30	9	
615	2	9	57	20	3	
616	1	18	21	60	4	
617	1	9	55	40	2	
618	2	18	10	20	4	
619	1	9	5	40	5	
620	2	9	57	70	8	
621	2	18	33	10	5	
622	2	18	35	60	1	
623	1	18	7	30	8	
624	1	18	28	20	7	
625	2	18	12	60	2	
626	1	9	26	50	7	
627	2	15	42	30	8	
628	1	9	22	20	3	
629	1	14	38	60	10	
630	1	14	34	20	1	
631	2	9	55	40	10	
632	1	9	4	40	6	
633	1	18	38	40	3	
634	1	9	20	60	3	
635	2	9	54	20	9	
636	1	15	36	70	8	
637	2	9	1	20	9	
638	1	12	48	20	7	
639	2	18	4	40	1	
640	2	13	46	60	9	
641	2	15	52	20	9	
642	2	9	15	60	9	
643	2	12	14	100	6	
644	1	15	15	40	3	
645	2	18	43	50	7	
646	2	9	47	30	6	
647	1	12	1	10	10	
648	2	18	47	30	8	
649	2	18	16	20	3	
650	1	15	43	60	2	
651	2	18	52	80	9	
652	2	9	44	20	4	
653	2	14	11	30	9	
654	2	9	45	40	1	
655	2	9	12	20	7	
656	2	14	4	60	10	
657	2	18	2	30	3	
658	2	9	36	20	6	
659	2	15	10	50	1	
660	1	9	21	40	9	
661	1	18	51	20	8	
662	2	15	26	40	3	
663	2	9	54	80	2	
664	1	18	0	70	10	
665	2	9	3	20	8	
666	1	14	28	20	6	
667	2	9	15	40	9	
668	1	12	10	30	6	
669	2	9	46	20	3	
670	1	18	40	70	6	
671	1	18	16	20	5	
672	1	9	5	40	7	
673	1	13	25	60	7	
674	2	9	34	40	8	
675	1	13	30	20	8	
676	1	18	53	40	9	
677	1	9	55	40	4	
678	1	9	22	30	8	
679	1	18	33	40	7	
680	1	9	57	30	10	
681	2	18	18	60	3	
682	1	9	57	70	5	
683	1	15	38	20	3	
684	2	12	58	70	8	
685	1	12	42	60	8	
686	2	18	17	40	5	
687	2	15	9	60	7	
688	1	13	54	70	5	
689	1	18	55	70	7	
690	1	9	58	40	4	
691	1	12	2	60	8	
692	2	13	35	40	7	
693	2	18	16	50	1	
694	1	9	55	70	5	
695	1	9	52	20	2	
696	1	9	28	40	9	
697	2	9	22	20	7	
698	2	18	6	30	1	
699	1	9	14	40	6	
700	1	9	13	20	7	
701	1	13	5	50	6	
702	1	9	33	20	3	
703	2	18	27	40	6	
704	1	18	35	50	8	
705	2	18	0	20	7	
706	2	18	12	40	3	
707	2	12	23	70	1	
708	2	18	32	20	9	
709	2	9	31	60	10	
710	1	9	1	60	10	
711	2	9	14	40	1	
712	2	18	17	100	2	
713	1	18	16	40	6	
714	2	14	13	20	2	
715	1	9	4	100	5	
716	1	9	3	70	4	
717	1	18	33	50	4	
718	2	12	31	60	1	
719	2	9	9	20	7	
720	1	12	45	50	1	
721	2	15	51	60	8	
722	1	18	8	40	4	
723	1	12	33	50	9	
724	2	18	3	30	10	
725	1	18	27	10	7	
726	1	14	57	60	3	
727	2	13	29	70	1	
728	1	18	14	20	9	
729	1	13	24	50	2	
730	1	15	32	70	6	
731	2	18	53	30	5	
732	1	18	44	50	8	
733	1	18	41	50	8	
734	2	9	16	30	7	
735	1	18	27	50	3	
736	2	9	25	40	4	
737	2	13	8	30	9	
738	1	18	9	70	4	
739	2	9	42	50	9	
740	2	9	8	30	5	
741	1	9	44	60	6	
742	1	9	39	40	6	
743	2	9	40	30	1	
744	2	9	1	50	9	
745	2	12	33	40	2	
746	1	18	42	50	8	
747	1	9	24	50	8	
748	1	18	14	20	1	
749	2	9	45	50	5	
750	2	15	42	30	2	
751	1	18	12	100	1	
752	2	18	27	60	5	
753	2	9	21	10	2	
754	2	9	4	70	7	
755	1	18	35	60	8	
756	2	9	41	70	4	
757	2	9	38	30	7	
758	1	13	26	70	2	
759	2	9	1	60	4	
760	2	9	54	60	5	
761	1	18	34	40	2	
762	1	14	41	50	10	
763	2	18	14	80	6	
764	1	18	19	10	8	
765	2	9	2	40	7	
766	2	9	21	20	4	
767	2	13	12	50	3	
768	1	18	52	70	2	
769	1	9	28	50	7	
770	2	15	55	50	6	
771	1	18	6	50	4	
772	2	18	48	60	9	
773	2	9	47	20	2	
774	2	18	32	30	4	
775	2	9	5	70	3	
776	1	9	54	40	10	
777	1	18	31	30	9	
778	1	18	33	50	3	
779	1	9	15	20	3	
780	2	13	11	70	3	
781	1	13	44	60	5	
782	2	18	40	60	6	
783	1	18	26	60	5	
784	2	9	36	60	8	
785	1	18	3	70	3	
786	2	18	30	60	9	
787	2	12	21	70	9	
788	2	9	50	50	2	
789	1	13	31	20	4	
790	1	12	54	10	7	
791	1	14	2	50	7	
792	1	13	55	50	3	
793	2	9	13	60	5	
794	2	9	14	30	6	
795	1	13	32	70	9	
796	2	18	5	20	5	
797	1	18	14	40	8	
798	2	18	44	40	6	
799	2	9	47	40	3	
800	2	9	56	20	8	
801	1	14	52	70	9	
802	2	9	8	10	7	
803	1	13	46	30	9	
804	2	15	31	20	6	
805	2	9	40	60	7	
806	2	9	23	50	6	
807	2	18	57	40	5	
808	2	15	28	50	5	
809	1	9	55	60	8	
810	1	18	23	100	3	
811	1	9	3	40	3	
812	1	9	15	70	9	
813	2	18	45	30	7	
814	1	18	57	50	8	
815	2	9	32	40	9	
816	1	18	48	70	3	
817	2	9	3	70	6	
818	1	18	53	20	9	
819	2	18	42	50	7	
820	2	9	19	70	5	
821	1	12	32	70	8	
822	1	9	8	50	6	
823	1	14	22	10	2	
824	2	9	53	70	6	
825	1	12	38	70	7	
826	2	18	45	30	3	
827	2	14	57	40	9	
828	1	12	15	40	2	
829	2	18	20	40	6	
830	1	9	5	60	7	
831	1	9	25	30	7	
832	2	18	20	50	3	
833	1	9	8	60	8	
834	2	15	25	30	2	
835	2	9	12	30	1	
836	2	18	48	50	2	
837	2	18	11	60	4	
838	1	18	8	70	2	
839	2	18	14	60	9	
840	2	9	22	40	7	
841	1	18	36	60	8	
842	1	18	45	20	5	
843	2	13	47	50	10	
844	1	9	44	60	10	
845	2	9	50	70	7	
846	1	9	25	70	4	
847	2	9	46	30	8	
848	1	9	49	20	10	
849	1	18	4	60	5	
850	1	18	23	70	6	
851	2	9	55	50	8	
852	2	18	15	40	2	
853	1	14	18	80	5	
854	1	12	5	30	8	
855	2	12	23	20	7	
856	1	18	23	50	7	
857	1	9	4	60	8	
858	2	18	28	20	6	
859	2	15	53	70	10	
860	1	9	54	80	1	
861	1	9	35	60	7	
862	2	12	24	40	8	
863	2	18	50	70	7	
864	2	13	42	30	8	
865	1	15	9	10	8	
866	2	18	39	60	5	
867	2	13	38	40	10	
868	1	9	18	30	5	
869	2	9	41	20	4	
870	2	18	4	30	8	
871	1	18	12	100	5	
872	1	9	53	30	7	
873	2	18	11	60	5	
874	1	9	56	60	2	
875	2	9	46	40	1	
876	1	9	52	70	4	
877	2	9	53	50	2	
878	2	13	1	30	5	
879	2	18	39	30	5	
880	1	9	39	60	1	
881	2	18	36	70	2	
882	2	18	3	30	4	
883	1	9	23	70	4	
884	2	9	39	50	5	
885	2	18	46	40	9	
886	1	13	42	60	2	
887	1	9	43	70	3	
888	2	9	24	30	5	
889	2	15	46	30	6	
890	2	14	3	60	8	
891	2	9	49	20	8	
892	1	18	40	70	6	
893	1	9	33	40	3	
894	2	13	28	60	8	
895	2	12	16	40	4	
896	1	9	34	50	9	
897	2	18	41	20	8	
898	2	9	36	40	6	
899	2	13	30	20	10	
900	2	9	30	40	7	
901	1	18	36	50	9	
902	2	9	20	50	2	
903	2	9	23	20	4	
904	2	9	21	60	9	
905	1	9	20	30	3	
906	1	15	39	20	9	
907	2	18	58	30	2	
908	1	9	32	20	7	
909	1	14	46	70	9	
910	1	14	42	80	7	
911	2	12	48	50	2	
912	2	18	48	70	5	
913	1	14	5	30	3	
914	2	18	44	50	7	
915	2	13	13	70	1	
916	2	18	29	40	2	
917	1	9	50	20	6	
918	2	18	58	70	8	
919	2	15	36	70	2	
920	2	14	12	50	8	
921	1	9	25	40	6	
922	2	9	14	20	4	
923	2	9	12	40	10	
924	1	9	25	30	8	
925	2	15	21	40	5	
926	2	9	5	40	7	
927	1	9	9	50	9	
928	2	14	48	40	5	
929	2	18	51	20	5	
930	1	9	21	40	8	
931	1	9	37	40	2	
932	2	13	54	40	9	
933	2	18	19	40	8	
934	1	9	35	60	7	
935	1	18	28	50	2	
936	2	15	18	50	9	
937	1	9	9	30	2	
938	2	9	9	20	2	
939	1	18	19	20	5	
940	2	18	49	30	7	
941	1	18	0	100	2	
942	2	18	15	40	1	
943	1	18	38	50	1	
944	2	9	57	50	1	
945	2	15	1	70	6	
946	1	9	57	30	1	
947	2	15	19	40	3	
948	1	15	35	80	6	
949	1	18	58	60	9	
950	2	14	3	20	3	
951	2	12	13	50	8	
952	2	18	53	30	2	
953	1	18	22	40	5	
954	2	13	2	30	6	
955	2	9	53	20	10	
956	2	9	30	50	2	
957	2	9	0	60	9	
958	1	9	10	20	3	
959	1	18	41	60	9	
960	2	14	2	40	4	
961	2	14	3	50	4	
962	2	9	22	30	1	
963	2	9	14	70	2	
964	1	18	27	30	2	
965	2	13	4	40	6	
966	1	18	20	100	2	
967	2	13	50	20	3	
968	2	9	33	30	5	
969	1	18	52	100	2	
970	2	18	8	20	4	
971	1	12	57	60	8	
972	2	9	58	50	7	
973	2	18	39	20	3	
974	2	12	4	60	9	
975	1	9	20	10	7	
976	2	12	37	50	4	
977	2	9	8	20	4	
978	2	9	11	40	5	
979	1	9	38	50	2	
980	1	14	52	50	7	
981	1	9	16	70	6	
982	2	9	12	30	4	
983	1	18	32	70	2	
984	2	15	31	50	5	
985	1	9	34	50	2	
986	1	14	44	50	1	
987	1	18	48	60	7	
988	1	13	37	40	8	
989	1	14	38	50	2	
990	2	15	47	40	4	
991	2	13	3	20	7	
992	2	18	22	100	9	
993	1	18	34	20	2	
994	1	18	54	80	9	
995	1	18	4	30	9	
996	1	9	42	50	9	
997	1	9	21	60	1	
998	2	9	32	20	5	
999	2	9	53	80	5	
1000	1	15	2	30	2	
